Student_ID,Age,Study_Hours,Attendance_Percentage,Assignment_Score,Midterm_Score,Final_Score,Projects_Completed,Sleep_Hours,Screen_Time_Hours,Study_Expenses,Travel_Distance_Km
STU3086,23,6.4,77.5,74.2,72.0,81.2,2,7.9,6.0,3824.44,15.2
STU3087,24,3.5,100.0,71.7,71.9,62.5,2,6.5,2.1,1993.97,34.4
STU3088,19,6.9,91.0,85.0,100.0,66.4,3,7.2,5.9,2429.07,7.3
STU3089,21,3.5,72.4,78.6,51.7,65.7,3,4.3,5.8,3638.16,17.9
STU3090,16,9.0,90.6,71.3,50.5,42.8,3,7.0,4.6,1018.47,26.4
STU3091,19,3.5,88.3,72.3,64.1,91.9,1,8.0,5.1,873.34,13.2
STU3092,22,0.5,81.0,55.8,90.5,51.0,2,7.4,7.9,2515.17,11.0
STU3093,16,3.8,74.9,94.0,28.6,74.6,5,6.8,7.6,2019.74,11.6
STU3094,23,4.9,73.8,100.0,37.5,64.4,0,5.6,4.3,1895.65,26.6
STU3095,21,7.9,84.2,67.0,61.6,65.9,3,4.7,1.2,3702.79,22.6
STU3096,20,2.7,73.5,72.7,100.0,81.5,5,6.0,8.1,1933.54,12.8
STU3097,24,2.8,93.0,87.2,68.4,56.7,4,8.4,1.8,3331.45,11.8
STU3098,17,7.6,95.8,87.1,49.4,77.8,1,6.9,5.2,7923.79,30.3
STU3099,20,2.5,81.6,74.7,81.2,77.9,0,7.9,4.9,9787.83,19.6
STU3100,21,5.1,93.4,57.4,94.6,56.8,1,8.9,5.9,4386.81,7.6
STU3101,22,5.2,77.9,99.3,57.8,85.5,5,7.2,7.6,531.67,8.9
STU3102,20,6.0,74.9,82.2,75.3,93.2,3,8.1,5.1,3768.52,7.4
STU3103,24,3.9,93.0,75.3,70.5,100.0,5,8.5,4.0,6868.93,3.3
STU3104,16,3.5,97.8,61.2,77.2,65.5,5,5.2,5.6,2973.65,12.4
STU3105,22,6.2,100.0,72.9,60.7,73.2,6,6.0,2.3,1621.62,24.1
STU3106,22,3.5,85.3,44.8,78.1,74.3,1,4.8,3.6,1915.11,15.5
STU3107,19,2.5,90.6,83.1,81.4,81.3,3,4.6,4.6,5559.6,29.6
STU3108,24,8.2,85.1,86.8,79.4,99.7,1,6.4,6.1,1769.22,14.5
STU3109,20,6.6,96.0,75.4,42.0,78.3,3,6.7,7.8,1346.38,25.4
STU3110,19,9.4,86.3,57.6,45.1,78.7,6,4.6,7.2,1635.24,28.7
STU3111,22,7.2,90.1,78.8,57.0,51.4,2,7.6,6.8,2595.65,35.1
STU3112,19,2.7,70.6,83.8,72.3,100.0,2,6.4,7.2,2163.42,15.6
STU3113,18,5.7,79.7,60.9,76.9,61.9,6,8.9,6.2,877.43,16.2
STU3114,24,3.3,90.1,86.0,51.1,24.8,6,7.2,5.2,1892.21,18.7
STU3115,23,1.9,89.2,79.9,73.2,31.3,6,7.2,3.0,8579.07,15.7
STU3116,16,4.5,91.0,67.9,83.1,75.5,6,6.7,5.1,2822.72,16.5
STU3117,22,7.7,83.2,63.6,78.7,48.4,2,6.8,1.7,3720.89,13.1
STU3118,24,6.1,75.5,69.3,60.6,70.9,2,7.5,4.0,993.04,4.1
STU3119,23,2.4,81.4,57.4,62.1,44.6,6,8.2,5.1,3851.75,21.9
STU3120,23,4.4,82.5,75.9,47.2,75.2,2,5.3,5.1,6650.94,4.8
STU3121,21,5.2,84.4,80.4,95.8,79.6,4,5.9,3.7,3074.08,4.2
STU3122,19,1.8,72.3,89.5,75.6,73.0,1,7.4,1.6,1141.42,9.8
STU3123,23,7.1,79.3,76.5,42.2,58.2,5,6.9,3.9,3790.93,5.6
STU3124,18,5.0,81.1,77.9,87.6,84.9,6,8.0,4.5,4236.94,23.6
STU3125,24,2.4,59.6,68.0,78.5,63.2,2,6.1,5.4,1585.67,6.1
STU3126,17,2.3,90.3,58.9,87.1,66.8,4,8.6,6.4,5007.93,8.1
STU3127,17,7.9,83.6,65.6,59.1,61.3,6,6.3,4.4,3352.02,6.7
STU3128,22,4.7,84.7,93.4,61.3,65.4,4,6.6,4.2,684.55,25.0
STU3129,19,8.1,76.8,81.5,55.0,100.0,1,8.4,3.7,1705.92,1.5
STU3130,23,9.0,87.9,78.1,100.0,69.9,1,7.7,4.9,2009.12,7.3
STU3131,24,7.7,73.7,44.8,60.0,48.4,3,9.6,6.9,2408.99,37.0
STU3132,22,4.3,75.3,76.7,52.7,53.7,3,8.2,2.9,2492.77,8.3
STU3133,20,0.5,88.3,52.1,57.6,65.3,2,8.7,1.1,4176.08,10.8
STU3134,23,6.2,85.6,53.1,62.8,56.5,0,6.6,5.4,4272.18,17.8
STU3135,19,10.1,69.2,54.8,92.9,86.1,3,8.7,7.4,7145.03,18.1
STU3136,17,5.4,97.8,60.4,72.4,45.9,0,7.1,5.6,3115.72,5.1
STU3137,21,1.1,74.4,84.5,87.7,68.0,5,4.1,3.0,6526.96,5.2
STU3138,24,4.0,80.7,75.4,72.6,87.2,3,7.6,4.8,4579.13,12.5
STU3139,16,5.1,99.5,57.9,65.1,59.3,5,7.7,5.1,5549.58,14.1
STU3140,22,3.1,61.4,63.3,51.3,77.5,4,5.6,6.4,7055.12,16.3
STU3141,24,0.5,64.9,79.5,93.5,69.3,4,7.5,3.3,2007.21,7.9
STU3142,24,5.3,86.4,82.5,83.9,69.5,5,7.2,8.1,2372.22,29.2
STU3143,18,3.8,57.2,74.0,85.3,78.7,4,8.6,4.2,638.47,11.0
STU3144,20,9.4,61.6,54.8,82.8,38.4,5,7.6,3.7,5127.2,13.1
STU3145,23,5.7,93.8,65.8,56.6,90.5,0,7.0,5.6,4867.26,33.7
STU3146,23,6.5,77.9,100.0,72.2,37.8,2,5.3,2.2,2746.45,27.9
STU3147,19,5.2,100.0,53.8,85.4,89.3,5,4.4,9.1,4195.41,9.6
STU3148,16,5.7,71.7,77.6,83.1,77.4,3,8.6,5.9,5007.98,25.7
STU3149,16,1.9,78.8,100.0,70.5,78.0,3,7.5,4.4,2531.42,11.5
STU3150,19,3.2,87.4,67.9,99.6,97.4,0,6.7,3.0,3306.34,10.8
STU3151,21,7.9,86.7,99.5,76.5,90.1,5,7.7,4.6,2476.98,36.6
STU3152,23,6.0,79.5,61.7,89.2,83.8,4,6.7,6.9,2344.17,20.5
STU3153,21,4.6,75.5,42.4,71.2,65.0,2,4.4,4.2,1607.65,24.7
STU3154,24,6.6,84.3,63.3,62.1,63.9,3,8.3,3.5,1004.11,8.8
STU3155,24,6.6,95.8,60.6,83.5,84.3,2,8.5,6.4,1085.15,25.2
STU3156,17,9.9,89.6,46.9,79.7,77.7,2,6.6,2.9,2386.39,38.7
STU3157,16,5.9,75.7,65.7,73.5,75.1,1,6.9,5.5,1206.43,2.1
STU3158,17,3.2,72.1,86.9,54.5,69.0,2,6.2,5.8,1353.07,1.1
STU3159,20,5.2,75.1,63.1,84.2,63.1,5,9.4,5.8,1468.11,3.1
STU3160,19,6.8,69.3,66.4,55.3,46.4,6,8.6,5.9,2081.96,14.8
STU3161,19,7.7,83.5,92.6,80.4,80.9,1,5.9,3.1,5213.1,11.8
STU3162,24,1.9,90.1,60.8,50.4,66.9,6,7.8,4.6,623.89,25.5
STU3163,23,6.1,81.3,81.3,54.4,65.8,0,5.9,4.5,2578.62,1.3
STU3164,21,3.5,99.2,46.4,72.7,39.2,4,5.9,5.3,1370.81,9.6
STU3165,16,4.3,99.8,57.5,77.3,71.6,1,6.4,1.4,2426.26,30.0
STU3166,17,7.4,85.1,68.8,71.5,46.8,6,6.2,2.2,1668.98,20.5
STU3167,21,7.1,89.0,90.1,59.6,62.6,2,5.0,9.3,2216.5,17.5
STU3168,17,4.0,73.0,58.3,85.8,83.5,4,8.7,6.5,916.44,2.5
STU3169,20,5.2,78.4,58.1,70.2,71.1,2,7.3,4.6,3264.79,24.7
STU3170,20,4.3,94.7,76.1,71.1,68.2,2,9.0,5.2,2603.25,21.6
STU3171,21,11.9,76.2,78.5,65.5,57.6,1,6.8,9.0,2764.28,10.2
STU3172,21,6.1,96.9,56.5,56.4,60.7,0,5.1,1.3,4687.51,12.3
STU3173,21,3.7,93.1,64.2,86.0,97.0,6,8.3,5.2,1000.02,13.5
STU3174,17,8.4,89.5,88.3,57.7,83.3,2,7.3,4.3,1230.29,16.5
STU3175,18,8.5,70.3,54.3,95.2,62.1,5,6.7,7.5,7357.85,10.1
STU3176,21,9.4,78.9,77.1,54.8,68.2,1,8.6,6.1,3562.5,7.6
STU3177,23,10.1,88.4,64.2,73.2,74.2,5,5.3,9.3,715.55,5.0
STU3178,16,7.1,72.1,93.0,69.1,77.4,5,8.3,6.6,2223.39,9.4
STU3179,16,4.7,80.1,80.7,66.2,69.6,6,7.9,4.1,5000.78,11.0
STU3180,17,5.1,89.5,85.2,78.9,39.9,2,7.3,4.5,9682.97,10.3
STU3181,21,4.9,76.3,63.9,80.6,69.5,6,5.1,6.4,6882.41,7.0
STU3182,24,4.6,73.5,84.4,76.6,68.4,5,8.2,7.9,1859.18,8.6
STU3183,19,8.2,64.0,84.0,51.0,100.0,6,8.0,3.6,2303.81,3.3
STU3184,18,5.5,78.1,79.8,49.3,100.0,4,7.3,5.5,767.71,14.6
STU3185,23,7.6,89.7,67.8,48.3,80.9,0,6.9,1.1,2673.49,17.4
STU3186,24,7.0,73.3,74.4,64.1,58.5,2,5.5,4.4,2854.45,9.9
STU3187,20,3.1,82.2,44.2,100.0,81.5,5,5.5,8.5,4509.16,11.7
STU3188,24,1.7,79.8,98.4,67.2,41.1,0,6.0,8.0,597.73,32.8
STU3189,17,2.8,75.3,62.9,100.0,60.9,6,5.0,6.5,1371.27,16.1
STU3190,18,4.6,90.4,67.0,67.5,42.4,0,5.0,8.6,2159.31,7.3
STU3191,22,5.8,98.4,52.2,70.6,79.4,4,6.4,4.5,4418.05,4.4
STU3192,22,4.1,92.0,82.1,77.5,49.4,4,5.3,4.9,1926.17,6.8
STU3193,21,7.0,75.0,79.9,63.3,65.1,3,6.7,4.4,11569.97,1.6
STU3194,21,4.3,100.0,67.6,71.6,69.2,0,7.1,6.3,1238.58,20.6
STU3195,17,6.1,92.0,37.0,40.8,69.5,2,5.1,10.8,1815.33,21.6
STU3196,21,5.8,77.4,61.3,53.8,62.0,4,8.1,5.7,1230.23,20.5
STU3197,19,9.3,74.2,78.9,41.1,75.7,2,8.3,2.7,2187.61,6.2
STU3198,18,3.4,93.2,75.8,79.6,48.7,0,4.2,2.8,3403.2,10.5
STU3199,17,10.4,83.7,71.3,46.2,99.6,4,8.8,3.3,2813.46,11.5
STU3200,16,4.2,73.5,65.6,90.6,52.4,3,7.7,3.4,1426.42,3.1
STU3201,20,2.6,80.5,48.3,73.7,70.7,0,7.1,3.2,5531.9,27.2
STU3202,17,5.0,77.9,86.5,83.4,80.6,2,8.9,5.4,6135.22,25.0
STU3203,17,12.0,73.8,50.4,57.7,81.6,3,7.1,2.1,1586.33,8.1
STU3204,22,7.5,92.1,68.9,50.0,83.2,0,6.0,6.0,18595.05,25.9
STU3205,23,6.8,89.8,56.5,62.4,42.9,4,5.1,7.0,1218.98,10.6
STU3206,23,7.2,90.4,86.9,85.0,54.4,5,6.8,3.8,2564.64,34.0
STU3207,19,3.8,90.2,80.7,100.0,72.3,0,6.8,5.7,2565.86,11.6
STU3208,16,6.2,72.8,66.6,76.1,78.2,1,4.8,6.3,1203.82,12.0
STU3209,22,5.5,76.0,82.4,46.9,91.4,2,6.5,6.8,2846.09,35.2
STU3210,16,9.5,96.6,49.6,52.4,61.3,4,9.0,5.2,2311.29,12.2
STU3211,19,5.3,83.1,70.8,44.2,54.6,4,7.7,3.1,3284.95,4.8
STU3212,23,4.7,67.3,56.2,65.9,60.7,1,5.2,5.2,2498.5,18.2
STU3213,17,2.9,84.2,87.4,63.6,100.0,5,7.4,4.7,4205.1,3.4
STU3214,21,5.8,88.5,77.6,65.8,95.5,3,7.9,5.3,3699.49,26.2
STU3215,21,6.1,87.2,81.7,50.8,67.1,4,8.3,3.0,1313.11,11.1
STU3216,24,2.9,72.6,63.7,49.2,91.8,6,7.8,2.0,2056.05,30.1
STU3217,20,6.5,100.0,83.2,69.5,60.3,3,8.5,1.0,1470.23,19.6
STU3218,19,6.0,67.0,55.2,75.8,86.2,3,8.0,1.5,7388.76,24.2
STU3219,20,7.7,83.1,57.4,49.0,46.6,3,6.7,1.4,4651.73,14.9
STU3220,20,8.2,99.4,69.4,75.6,76.1,5,7.4,7.0,3098.38,26.1
STU3221,23,5.7,87.9,58.0,83.1,87.3,0,6.7,5.5,3539.5,4.5
STU3222,23,3.2,90.4,82.6,30.7,64.4,1,7.5,5.1,2320.58,14.2
STU3223,17,3.7,71.5,64.9,93.2,80.4,2,8.0,4.3,2762.36,11.3
STU3224,22,9.4,85.5,55.8,79.2,60.5,1,6.9,1.2,1537.62,18.5
STU3225,23,5.9,81.6,53.8,83.3,75.2,4,7.4,5.8,1624.44,20.1
STU3226,21,9.3,70.7,82.5,51.7,61.8,1,6.4,5.5,3733.46,12.2
STU3227,20,6.6,90.7,33.8,80.6,83.9,2,6.6,5.1,1241.41,4.9
STU3228,24,7.2,73.8,56.8,82.4,48.5,0,6.9,3.5,1582.74,30.8
STU3229,18,7.6,75.0,93.0,57.6,52.7,4,6.3,3.6,2157.33,9.4
STU3230,19,2.8,86.3,66.8,80.5,92.2,0,8.7,6.0,937.06,6.3
STU3231,24,6.2,80.6,82.7,65.8,28.2,4,7.8,3.5,4791.68,6.5
STU3232,21,2.8,83.7,78.4,58.1,59.1,2,8.0,7.1,3834.79,20.4
STU3233,23,4.9,80.0,69.1,64.9,67.6,0,7.7,8.2,3302.96,15.3
STU3234,22,6.9,96.1,47.1,70.7,76.0,2,7.2,7.2,1940.93,14.9
STU3235,17,3.2,72.7,52.1,63.2,61.9,2,5.4,5.2,5362.17,12.8
STU3236,18,6.7,77.4,51.9,55.3,50.9,5,8.5,4.8,3261.21,28.4
STU3237,16,2.2,86.8,79.2,74.3,90.8,1,9.7,5.2,4750.69,10.6
STU3238,24,8.0,72.1,82.0,77.0,87.9,4,7.9,6.4,4933.96,9.9
STU3239,22,4.0,71.7,58.8,70.3,63.6,3,6.0,7.9,1833.19,10.0
STU3240,16,3.2,83.4,70.8,42.1,39.6,3,7.8,6.1,1405.94,6.8
STU3241,18,2.3,90.7,72.1,58.6,75.2,0,6.0,1.6,1301.21,31.1
STU3242,19,4.2,92.0,73.2,54.5,73.1,2,6.4,3.1,2599.89,49.8
STU3243,19,1.3,82.9,60.6,95.7,58.7,1,3.9,4.7,425.72,20.2
STU3244,20,4.3,75.3,96.6,69.9,36.8,4,8.8,7.0,1246.08,10.9
STU3245,18,7.9,84.8,82.2,63.5,65.4,0,7.4,9.6,1591.57,23.4
STU3246,18,5.1,87.7,73.1,59.1,83.0,2,7.7,5.1,1670.55,17.3
STU3247,16,2.9,84.6,64.2,66.0,85.6,5,8.0,6.3,3684.12,0.5
STU3248,22,6.0,94.3,59.5,80.0,69.2,3,7.6,1.9,984.47,8.8
STU3249,16,5.8,71.9,78.0,38.7,59.4,3,8.3,3.6,831.06,12.5
STU3250,17,9.8,75.0,64.9,71.7,82.5,4,8.8,5.7,841.69,12.2
STU3251,19,7.2,93.0,74.0,59.9,50.7,4,7.0,0.9,3517.46,11.2
STU3252,19,6.2,67.3,43.5,74.9,47.0,4,4.8,5.5,1712.79,5.1
STU3253,20,7.5,76.6,64.1,80.8,68.5,0,5.9,4.2,1673.83,12.6
STU3254,17,5.2,74.7,70.4,56.9,96.3,4,7.8,5.1,7765.67,7.1
STU3255,19,5.3,66.4,86.5,46.1,96.9,0,5.7,3.6,3322.65,21.6
STU3256,16,9.1,80.1,58.2,63.1,47.6,1,6.9,6.0,1556.15,4.0
STU3257,17,1.9,89.5,49.7,88.6,62.6,2,10.3,7.1,1014.7,19.2
STU3258,16,7.6,83.6,78.7,81.4,100.0,3,8.4,6.5,8493.25,13.6
STU3259,19,5.3,90.0,71.0,62.0,58.3,6,4.4,6.4,2919.03,14.9
STU3260,19,4.9,93.9,46.2,57.8,97.5,6,10.0,6.1,1883.9,27.5
STU3261,22,4.3,78.1,46.9,59.1,86.6,0,8.8,5.0,2840.72,6.8
STU3262,24,5.8,100.0,62.3,47.2,90.2,2,7.9,4.1,1906.65,15.9
STU3263,24,5.4,78.5,70.7,80.6,62.4,5,7.2,6.8,3479.51,16.1
STU3264,20,4.6,79.9,92.8,83.5,62.9,4,5.2,3.2,830.59,11.5
STU3265,16,4.0,74.9,55.8,61.8,54.5,3,6.5,6.0,1925.42,14.6
STU3266,16,1.3,87.5,80.1,60.0,83.6,5,4.4,5.9,1257.93,14.0
STU3267,21,3.9,79.1,42.6,56.8,42.2,0,8.2,2.9,2374.95,1.7
STU3268,17,4.4,81.2,77.4,60.8,67.2,4,7.2,3.1,1343.02,10.3
STU3269,23,5.8,79.9,94.6,56.2,97.8,2,6.0,6.0,1693.78,28.8
STU3270,24,9.8,79.7,74.1,65.5,80.1,1,8.3,5.4,1748.23,22.0
STU3271,19,4.1,83.6,62.0,80.6,87.0,2,7.4,5.7,2956.77,11.1
STU3272,20,3.2,77.5,90.5,78.9,42.1,0,9.1,4.6,1950.21,11.0
STU3273,23,3.9,78.0,77.2,54.6,53.1,1,6.4,8.1,1292.54,6.2
STU3274,18,5.8,92.7,74.3,70.4,90.1,1,8.8,6.2,3269.21,42.3
STU3275,20,6.8,79.1,56.7,78.3,72.1,4,7.3,7.7,9698.59,20.8
STU3276,18,7.1,85.8,77.5,53.0,52.3,2,6.0,4.5,1981.73,3.5
STU3277,18,7.3,73.1,61.7,70.3,80.6,0,7.8,7.0,5829.42,16.5
STU3278,18,7.6,77.6,76.7,87.4,60.9,5,7.1,4.4,915.1,6.8
STU3279,22,4.9,69.7,72.7,64.1,100.0,5,7.6,4.3,1522.58,14.4
STU3280,22,10.0,100.0,88.3,35.7,80.2,1,5.7,2.6,5801.39,3.8
STU3281,22,4.7,95.8,63.4,27.7,54.3,4,4.0,5.9,2881.83,8.1
STU3282,23,5.7,88.0,69.8,73.0,85.0,5,6.4,3.0,1567.97,16.3
STU3283,20,8.4,100.0,84.0,69.7,97.5,1,7.7,3.8,4303.41,19.4
STU3284,20,6.7,89.7,68.5,71.0,69.9,6,7.7,2.3,1275.2,12.9
STU3285,19,0.6,80.3,71.7,75.8,56.9,2,6.4,1.2,2608.21,22.2
STU3286,22,5.5,85.7,65.9,44.3,70.8,5,7.3,4.8,4595.01,44.5
STU3287,19,7.4,95.6,69.5,55.1,59.6,3,6.5,3.6,3168.64,25.8
STU3288,17,2.5,73.2,82.1,74.8,65.6,6,6.8,5.7,12774.37,4.0
STU3289,19,7.2,70.3,99.5,79.8,46.4,0,8.6,4.9,1731.69,7.1
STU3290,23,6.4,86.1,46.8,63.9,84.9,6,5.3,7.1,3925.87,16.4
STU3291,24,8.1,76.1,53.0,45.1,50.5,3,9.5,8.9,4428.8,34.3
STU3292,18,4.0,59.4,69.9,73.4,80.3,2,7.2,7.3,2167.92,22.5
STU3293,22,7.7,69.6,72.7,68.8,64.8,3,9.6,5.1,1362.37,25.7
STU3294,24,5.9,78.9,68.7,51.1,73.8,2,9.4,6.3,5317.02,6.2
STU3295,19,9.4,82.5,63.7,36.3,61.9,2,4.0,7.6,1799.99,15.8
STU3296,18,11.6,82.8,53.5,77.1,73.3,4,7.2,4.0,3798.78,17.6
STU3297,20,8.9,100.0,62.8,58.1,77.4,6,5.7,6.8,3301.14,3.3
STU3298,16,6.6,79.9,84.3,71.0,64.0,3,6.8,7.6,2712.86,8.7
STU3299,18,10.6,84.8,73.4,70.4,40.6,1,7.6,5.2,6003.65,14.1
STU3300,23,6.8,65.7,82.1,49.6,75.7,2,8.9,5.9,3110.72,11.9
STU3301,23,3.5,81.7,53.9,74.7,76.6,6,5.6,9.1,3759.87,10.2
STU3302,19,5.4,85.3,93.7,54.2,45.6,3,10.3,3.7,3251.12,4.2
STU3303,17,7.2,68.2,63.6,44.1,53.3,1,6.2,4.5,2626.94,16.3
STU3304,23,7.3,72.7,79.1,42.0,64.1,0,5.3,6.1,1951.57,28.3
STU3305,23,3.0,86.9,70.1,67.9,31.0,1,8.4,3.2,2468.56,10.5
STU3306,19,3.1,76.5,63.9,93.5,82.0,3,7.2,4.9,3735.11,9.2
STU3307,18,4.7,81.0,78.5,68.7,61.7,3,9.9,2.6,3395.13,7.1
STU3308,17,6.7,87.4,81.0,96.5,74.9,1,5.7,1.2,3685.65,7.4
STU3309,24,7.0,100.0,100.0,91.2,51.9,1,7.2,5.5,20000.0,14.4
STU3310,16,5.8,79.8,81.6,76.3,100.0,5,8.7,2.3,1805.1,11.9
STU3311,22,3.7,99.7,81.4,93.2,45.8,2,5.9,3.2,892.42,11.2
STU3312,20,9.3,62.4,89.2,91.4,61.5,3,8.7,7.0,1916.27,15.9
STU3313,23,3.1,83.5,80.0,86.9,90.4,2,7.5,5.3,1983.53,12.8
STU3314,19,8.4,78.7,71.4,37.9,50.5,2,5.7,4.9,3327.14,24.7
STU3315,22,7.1,76.7,76.9,64.2,71.5,6,8.6,4.3,2121.85,21.3
STU3316,20,8.3,88.6,84.8,56.9,80.7,0,6.7,8.1,4023.09,8.6
STU3317,20,4.5,79.9,92.9,86.7,44.4,6,8.5,9.5,1518.16,27.1
STU3318,24,5.2,61.8,49.3,63.1,58.6,3,6.1,6.2,3639.23,14.7
STU3319,24,5.6,66.1,43.6,96.0,73.2,2,5.1,0.5,971.78,9.8
STU3320,24,4.5,89.2,92.2,69.6,77.7,0,6.4,4.9,2491.46,6.5
STU3321,21,6.0,65.6,60.0,67.6,56.0,5,6.8,2.9,1475.62,25.7
STU3322,21,9.0,89.5,47.1,61.9,100.0,2,7.3,4.1,1977.53,10.5
STU3323,20,2.6,83.2,45.7,65.0,78.2,2,7.7,6.0,659.0,9.8
STU3324,24,4.1,80.3,99.0,72.3,83.2,5,9.5,5.2,4361.41,5.2
STU3325,23,3.8,81.2,85.2,66.9,82.2,3,6.9,2.3,1950.79,13.0
STU3326,22,5.3,87.1,60.1,60.6,43.4,6,9.3,3.6,2325.6,13.2
STU3327,22,5.2,70.2,60.7,61.5,68.0,1,8.3,7.3,3278.04,6.6
STU3328,21,7.2,82.4,72.8,97.1,69.7,5,6.9,8.2,1554.59,4.5
STU3329,20,5.6,70.6,84.9,100.0,65.7,1,7.4,7.7,1814.74,0.5
STU3330,19,6.2,83.6,67.6,60.5,73.5,3,7.5,2.3,792.83,18.9
STU3331,18,6.4,88.5,60.2,81.6,34.2,6,8.3,4.3,2025.51,7.9
STU3332,18,6.0,83.7,89.0,54.8,72.2,1,8.5,3.5,6811.16,6.6
STU3333,21,7.0,88.1,71.6,62.8,64.8,6,5.2,6.3,2985.47,7.4
STU3334,19,5.2,75.0,69.1,50.6,34.0,4,8.3,4.4,940.78,35.1
STU3335,21,9.1,81.4,80.9,84.3,77.2,1,7.5,3.0,3292.56,12.0
STU3336,18,11.1,79.6,40.0,75.8,49.9,6,7.5,8.0,5747.21,7.2
STU3337,19,7.1,79.0,79.1,78.8,63.5,5,6.8,3.8,1295.85,23.5
STU3338,24,6.0,74.0,78.2,82.2,65.7,2,7.9,7.0,2173.17,17.9
STU3339,20,6.9,77.7,51.3,54.1,38.6,2,8.2,3.8,2217.6,14.2
STU3340,22,3.1,70.9,42.9,62.8,40.5,0,7.1,6.6,2705.5,4.7
STU3341,17,5.9,65.1,63.5,75.1,79.3,5,8.3,4.4,2692.14,14.1
STU3342,20,3.9,75.0,74.7,62.5,59.7,6,6.2,2.9,3769.53,15.6
STU3343,24,6.6,88.3,76.3,69.1,63.3,3,7.0,7.3,2302.43,17.0
STU3344,18,3.9,84.3,97.6,55.2,71.2,0,7.5,3.6,5573.6,15.1
STU3345,24,4.7,69.4,74.8,89.3,40.1,2,6.6,5.2,716.46,9.7
STU3346,21,1.4,77.9,51.0,83.0,63.1,2,6.6,2.4,1184.28,16.9
STU3347,19,2.9,88.9,68.2,87.8,68.1,0,5.8,2.2,6570.8,24.5
STU3348,22,6.3,77.5,52.5,78.5,100.0,5,7.6,8.1,1833.2,7.6
STU3349,23,3.6,67.8,69.3,50.5,54.4,4,9.5,5.3,3589.16,6.8
STU3350,21,7.8,100.0,93.1,60.3,83.4,1,7.8,4.8,2296.18,12.1
STU3351,20,3.4,80.3,78.9,56.8,70.0,6,6.8,4.2,4621.0,11.4
STU3352,21,6.5,70.4,61.2,63.9,50.7,6,8.7,3.4,3270.22,22.5
STU3353,20,3.8,83.7,80.9,84.9,59.2,4,7.0,6.2,13884.99,7.2
STU3354,23,6.3,81.1,60.3,44.4,84.7,4,8.0,7.8,2461.17,14.0
STU3355,16,2.1,66.6,30.5,58.7,83.2,4,7.7,6.6,1905.61,23.1
STU3356,22,4.5,82.9,53.5,61.7,61.2,6,5.1,6.2,5737.69,15.5
STU3357,17,3.6,91.8,78.9,47.0,75.8,5,7.1,4.4,3889.18,43.9
STU3358,24,7.4,79.7,83.6,71.3,52.4,4,9.8,6.3,1477.33,24.9
STU3359,16,6.5,61.4,97.8,62.5,67.0,1,6.3,8.9,4412.27,6.6
STU3360,21,2.8,85.4,77.1,85.8,62.7,3,9.1,4.5,2851.91,11.4
STU3361,24,5.1,88.0,92.2,63.6,85.8,0,8.3,5.7,2645.58,22.1
STU3362,16,3.8,76.1,81.5,75.3,77.9,4,6.4,7.7,3319.94,8.2
STU3363,19,7.6,76.2,86.1,69.8,58.5,4,7.1,8.9,4235.79,20.0
STU3364,19,8.3,100.0,88.5,28.3,60.2,0,5.8,5.3,2828.7,4.1
STU3365,24,2.3,75.4,79.3,45.0,69.5,6,8.2,6.7,2106.25,6.2
STU3366,20,7.3,70.8,88.1,74.1,67.3,6,5.8,4.5,9717.4,6.1
STU3367,20,3.7,82.3,61.5,73.4,65.2,0,7.7,5.6,2435.61,13.0
STU3368,21,4.9,87.7,35.6,66.9,64.0,6,9.5,4.5,5961.55,15.7
STU3369,16,5.6,87.3,81.8,89.3,93.4,6,6.3,7.3,1734.66,16.8
STU3370,16,9.5,57.3,77.6,76.2,62.3,3,7.6,8.4,1442.54,12.7
STU3371,24,3.3,75.4,58.9,93.1,75.1,2,5.2,2.6,4696.68,20.3
STU3372,18,7.3,93.5,53.1,28.6,100.0,3,7.2,4.8,2119.94,9.3
STU3373,19,2.9,85.3,74.0,95.7,55.6,2,5.8,3.9,708.52,18.3
STU3374,16,2.8,69.6,82.8,58.3,73.3,5,7.4,4.4,2188.04,27.2
STU3375,24,5.6,94.4,79.8,68.4,74.2,1,6.4,4.5,3475.87,14.8
STU3376,23,5.5,91.6,56.7,87.0,69.8,6,5.8,3.3,1589.86,32.9
STU3377,17,0.5,79.0,60.1,34.2,70.7,3,7.0,5.6,1467.91,10.6
STU3378,23,8.1,90.8,82.0,63.9,55.1,1,3.7,2.7,2834.8,17.6
STU3379,22,0.8,100.0,73.1,84.1,76.1,0,5.8,6.8,1190.75,22.8
STU3380,21,5.2,71.5,87.9,58.1,38.8,3,10.2,5.6,3052.25,15.6
STU3381,16,8.4,87.6,67.2,82.6,100.0,5,6.8,2.9,4900.46,18.8
STU3382,22,10.4,100.0,83.1,78.8,99.1,0,6.5,2.8,5822.49,18.6
STU3383,22,4.7,88.5,71.4,70.7,64.4,5,7.6,6.6,1637.4,10.3
STU3384,24,2.3,74.5,61.2,77.6,87.9,5,8.5,3.6,7948.76,11.0
STU3385,16,8.3,84.4,85.9,88.7,65.0,4,9.3,8.1,3662.13,23.2
STU3386,17,7.4,95.7,57.1,77.6,70.2,0,7.1,0.8,1615.57,21.2
STU3387,24,4.4,71.8,73.1,82.9,58.4,6,6.9,2.9,1900.68,9.4
