Vehicle_ID,Model,Year,Price,Mileage,Purchase_Date,Used,Fuel_Type,Transmission,City,Engine_CC,Owner_Count
VH11176,Swift,2017,3739289,23.9,19-01-2019,No,Diesel,automatic,Bangalore,998,2
VH10324,Fortuner,2019,1745065,15.3,08-03-2021,Yes,Diesel,Manual,Pune,998,3
VH11091,City,2012,720539,11.4,29-03-2021,Yes,Diesel,Automatic,Hyderabad,1497,2
VH10844,Creta,2022,1435371,14.3,29-05-2018,Yes,Petrol,Automatic,Mumbai,1199,1
VH10964,Baleno,2024,857242,22.0,28-11-2022,Yes,Electric,Automatic,Delhi,998,2
VH11865,Verna,2012,3711031,11.9,18-06-2020,Yes,Electric,Manual,Hyderabad,1498,4
VH10866,Venue,2013,1564134,27.7,18-09-2025,No,Petrol,Automatic,Hyderabad,1498,2
VH10922,Fortuner,2010,434445,21.0,02-11-2020,Yes,CNG,Automatic,Bangalore,1497,4
VH10696,Baleno,2011,4122727,17.1,23-03-2023,No,Electric,Automatic,Delhi,1197,2
VH10216,Swift,2017,2811910,9.7,10-07-2025,No,CNG,Manual,Coimbatore,2184,1
VH11781,Baleno,2016,4159949,21.7,16-11-2019,Yes,Electric,Manual,Chennai,1497,2
VH11262,Thar,2024,2210217,20.5,23-01-2019,Yes,CNG,Automatic,Pune,1998,1
VH10159,Fortuner,2021,Not Available,12.8,11-07-2018,Yes,Electric,Manual,Chennai,998,1
VH11059,Seltos,2023,2388618,22.2,03-09-2020,No,Petrol,Automatic,Delhi,2184,4
VH10989,Nexon,2017,2391013,17.0,15-03-2020,No,Electric,Automatic,Hyderabad,1998,1
VH10842,Thar,2021,2107402,12.8,10-12-2020,No,Petrol,Automatic,Delhi,1998,4
VH10635,Fortuner,2023,2730992,25.3,29-11-2021,No,Electric,Automatic,Pune,1197,2
VH10517,Seltos,2013,1638306,20.1,02-07-2021,No,Petrol,Automatic,Mumbai,1497,4
VH11429,Verna,2025,1000270,24.3,25-07-2024,Yes,Diesel,Automatic,Coimbatore,1497,4
VH11748,Nexon,2021,2972762,11.3,29-12-2020,No,Diesel,Manual,Coimbatore,1197,3
VH10598,Thar,2025,1179854,22.8,22-06-2026,No,Petrol,Automatic,Pune,1998,2
VH10196,Verna,2015,4211147,26.7,17-03-2019,No,Diesel,Manual,Delhi,1498,3
VH11784,Seltos,2010,3383128,25.5,01-08-2019,Yes,Electric,Manual,Mumbai,1498,4
VH10870,Creta,2016,4085961,26.3,11-12-2019,No,Diesel,Manual,Chennai,1199,4
VH10411,Venue,2016,2486268,14.1,01-10-2024,No,CNG,Automatic,Hyderabad,1998,3
VH10097,Thar,2016,1405710,19.9,21-09-2023,Yes,Diesel,Automatic,Bangalore,1199,3
VH11001,Swift,2016,3106284,10.0,14-08-2018,No,Electric,Manual,Pune,998,2
VH11506,Nexon,2013,4424390,23.7,24-06-2026,No,Diesel,Automatic,Chennai,1199,1
VH10157,Swift,2013,3936562,8.0,22-01-2024,No,Electric,Manual,Coimbatore,1498,4
VH10420,Baleno,TwentyTwenty,3769992,26.5,05-03-2021,Yes,Petrol,Manual,Delhi,1197,4
VH11803,Venue,2016,3598273,9.2,02-07-2026,No,Petrol,Manual,Hyderabad,1199,4
VH10478,Thar,2023,2867587,13.2,27-07-2025,No,Petrol,Manual,Hyderabad,1498,3
VH11856,Venue,2024,4000357,26.5,25-10-2023,Yes,CNG,Automatic,Hyderabad,998,3
VH10669,Fortuner,2019,655054,9.9,10-04-2021,No,Diesel,Manual,Bangalore,1998,3
VH11418,Verna,2023,3597466,25.5,02-10-2018,Yes,Petrol,Automatic,Mumbai,1197,2
VH11872,Baleno,2025,2373946,14.0,20-08-2025,Yes,Diesel,Manual,Mumbai,1497,1
VH11300,Swift,2024,1927650,19.7,27-12-2025,No,Diesel,Automatic,Delhi,1998,2
VH10448,Swift,2025,1037090,14.7,14-07-2019,Yes,Electric,Manual,Pune,1998,3
VH10554,Swift,2020,4455479,8.7,24-03-2022,Yes,Electric,Manual,Coimbatore,1498,4
VH10179,City,2024,589220,10.4,26-11-2021,No,Petrol,Manual,Bangalore,1197,2
VH10391,Thar,2021,884010,11.3,26-11-2018,No,Electric,Manual,Delhi,998,3
VH10579,Thar,2010,2292569,15.7,13-05-2018,No,Diesel,Automatic,Pune,1199,2
VH11478,Fortuner,2019,3817847,25.1,18-12-2024,Yes,Diesel,Automatic,Chennai,1998,1
VH11707,Baleno,2022,726888,27.0,11-07-2024,No,Electric,Manual,Bangalore,1197,1
VH11288,Seltos,2013,2531946,23.6,30-07-2026,Yes,Diesel,Manual,Bangalore,1197,3
VH11645,Nexon,2024,1904592,24.9,23-05-2018,Yes,CNG,Automatic,Mumbai,2184,1
VH11024,Venue,2024,1578673,15.0,07-12-2020,No,Petrol,Manual,Chennai,1197,4
VH10821,Fortuner,2017,3088107,17.2,17-03-2025,No,CNG,Automatic,Hyderabad,1497,1
VH11825,City,2021,3323846,19.9,03-10-2021,No,Petrol,Manual,Hyderabad,1199,2
VH10985,Nexon,2010,1039574,8.8,24-07-2018,Yes,Petrol,Manual,Hyderabad,2184,3
VH11339,Fortuner,2016,653039,23.4,20-06-2022,Yes,Petrol,Automatic,Mumbai,2184,4
VH10665,Baleno,2015,4465255,17.2,24-11-2021,No,CNG,Automatic,Delhi,2184,4
VH10143,Thar,2023,3557945,23.1,03-10-2022,Yes,Electric,Manual,Hyderabad,1998,3
VH11517,City,2022,1896246,16.2,10-08-2020,Yes,Electric,Automatic,Mumbai,1199,3
VH11430,Creta,2023,390417,26.7,22-08-2026,Yes,CNG,Automatic,Delhi,1498,3
VH10865,Seltos,2020,3917597,21.9,28-06-2024,No,CNG,Automatic,Bangalore,1498,4
VH10422,Swift,2017,952755,19.8,03-01-2018,No,Petrol,Automatic,Bangalore,1497,1
VH10637,City,2018,2644688,9.4,31-10-2020,No,CNG,Manual,Coimbatore,1498,3
VH11407,Swift,2025,900198,25.5,16-06-2018,No,Petrol,Automatic,Chennai,2184,3
VH10800,Thar,2011,4224482,14.4,25-05-2019,Yes,Diesel,Automatic,Pune,1498,3
VH11404,Seltos,2017,3411500,10.0,11-01-2022,Yes,Electric,Automatic,Chennai,998,4
VH10616,Verna,2025,2256874,8.1,22-02-2024,No,Electric,Manual,Delhi,1497,4
VH10295,Swift,2014,349976,11.3,14-07-2019,No,Electric,Automatic,Mumbai,1998,3
VH10924,Thar,2015,2966981,24.6,04-11-2021,Yes,CNG,Automatic,Coimbatore,1498,4
VH11269,City,2013,4158884,24.0,22-01-2019,No,Petrol,Automatic,Delhi,1197,2
VH11903,Seltos,2017,2883677,23.9,08-06-2020,No,Petrol,Manual,Mumbai,1998,3
VH10089,Verna,2025,464074,24.4,19-03-2025,No,Petrol,Automatic,Pune,1197,1
VH10042,City,2020,4294528,20.1,16-12-2021,No,Electric,Manual,Bangalore,998,2
VH11802,Baleno,2024,1411288,17.3,20-03-2019,No,Diesel,Automatic,Pune,2184,4
VH11934,Fortuner,2011,2905327,8.2,01-09-2018,No,petrol,Automatic,Pune,1197,1
VH10132,Baleno,2011,976296,16.9,31-03-2023,Yes,Diesel,Automatic,Delhi,1197,3
VH11002,Verna,2018,2150924,26.2,23-12-2020,No,CNG,Automatic,Mumbai,1498,2
VH11158,Seltos,2012,3855912,10.9,15-10-2019,Yes,Petrol,Manual,Bangalore,1199,2
VH11095,Venue,2013,3148439,21.5,18-02-2025,Yes,Petrol,Automatic,Hyderabad,1498,2
VH11855,Nexon,2022,4088264,22.3,01-03-2023,No,CNG,Automatic,Chennai,1498,3
VH11345,Baleno,2023,2235657,17.7,05-07-2023,No,Diesel,Automatic,Pune,1998,1
VH11499,City,2013,2929137,13.3,07-12-2025,Yes,CNG,Manual,Coimbatore,2184,3
VH10165,Swift,2022,1896853,16.3,13-06-2025,Yes,Petrol,Automatic,Bangalore,998,3
VH10725,Swift,2010,2105518,27.2,12-12-2020,Yes,Diesel,Automatic,Chennai,1199,3
VH10291,Seltos,2015,4451923,25.7,19-07-2025,No,Diesel,Automatic,Mumbai,1998,2
VH11209,Thar,2015,1471248,15.2,11-06-2023,No,Diesel,Automatic,Mumbai,2184,4
VH11589,Swift,2021,1597682,16.0,22-02-2021,Yes,Diesel,Automatic,Hyderabad,998,3
VH11897,City,2014,1669971,24.9,23-10-2021,Yes,Petrol,Automatic,Chennai,1197,2
VH11642,Verna,2021,401894,25.0,16-03-2021,Yes,Electric,Automatic,Delhi,1197,1
VH11362,Creta,2013,1109359,8.3,16-10-2018,Yes,CNG,Automatic,Mumbai,1197,3
VH10779,Venue,2012,2734138,15.9,27-04-2023,Yes,Electric,Automatic,Delhi,1497,2
VH10840,Verna,2022,549265,27.1,04-06-2024,Yes,Electric,Automatic,Bangalore,1197,2
VH10349,City,2025,637369,27.1,17-04-2021,No,Petrol,Automatic,Hyderabad,1498,2
VH11945,Fortuner,2011,Unknown,11.1,13-09-2024,No,CNG,Manual,Pune,1497,3
VH10572,Fortuner,2017,952416,22.0,19-02-2022,No,Diesel,Manual,Mumbai,2184,2
VH10918,Seltos,2018,3330486,25.5,23-11-2018,No,Electric,Automatic,Coimbatore,1497,1
VH10977,Nexon,2023,2726277,15.1,24-01-2025,No,CNG,Automatic,Bangalore,1199,4
VH11914,City,2017,2216796,8.2,08-01-2026,No,Diesel,Automatic,Mumbai,1998,4
VH11469,Fortuner,2022,802264,22.2,09-06-2026,Yes,Electric,Manual,Delhi,1998,1
VH11592,City,2024,4332371,10.5,11-09-2018,Yes,Petrol,Automatic,Hyderabad,1199,1
VH11318,City,2014,2558233,12.2,12-08-2019,No,Diesel,Automatic,Coimbatore,1497,3
VH11845,Thar,2017,2157845,24.2,04-02-2021,Yes,Diesel,Manual,Chennai,998,3
VH10137,Thar,2018,4442535,8.2,10-08-2023,No,Petrol,Automatic,Coimbatore,1197,3
VH10459,City,2017,1388963,17.7,04-01-2021,Yes,CNG,Manual,Pune,2184,2
VH10376,Verna,2018,915937,25.9,03-11-2023,No,Petrol,Manual,Bangalore,2184,2
VH11343,Fortuner,2015,1869720,16.1,01-04-2026,No,Diesel,Manual,Delhi,1497,3
VH10334,Baleno,2014,3644250,21.5,04-05-2023,Yes,Petrol,Automatic,Coimbatore,1498,2
VH11160,Venue,2013,2814368,12.7,07-01-2018,No,Petrol,Manual,Mumbai,1197,3
VH11761,Thar,2014,3921420,20.0,13-06-2019,No,Petrol,Manual,Bangalore,1199,1
VH11458,City,2023,Unknown,18.9,10-06-2026,No,Petrol,Manual,Chennai,2184,2
VH10817,Verna,2018,1733284,12.2,17-01-2019,No,Diesel,Automatic,Chennai,1498,4
VH11115,Baleno,2011,Unknown,21.5,24-12-2022,No,Petrol,Manual,Mumbai,998,2
VH11006,Verna,2012,1441452,24.9,15-12-2019,Yes,Petrol,Automatic,Mumbai,1497,3
VH11857,Creta,2016,710226,18.3,01-07-2019,No,Petrol,Manual,Bangalore,998,4
VH11955,Verna,2017,1361516,9.6,11-04-2021,Yes,Diesel,Automatic,Pune,1199,3
VH11851,Thar,2014,3286068,21.2,30-08-2022,Yes,Petrol,Automatic,Chennai,1497,1
VH10911,Swift,2017,1131257,18.9,12-11-2019,No,Electric,Manual,Pune,998,2
VH11930,Baleno,2021,Unknown,16.8,30-12-2021,No,Electric,Automatic,Coimbatore,2184,2
VH11126,Verna,2021,1180096,21.8,25-06-2025,Yes,Petrol,Manual,Delhi,1497,2
VH10329,Swift,2022,1220114,24.1,29-04-2020,No,Petrol,Automatic,Delhi,1199,3
VH11248,Creta,2018,411362,12.7,24-04-2019,Yes,Diesel,Manual,Chennai,1197,4
VH10319,Verna,2015,2950324,23.2,11-01-2025,Yes,Petrol,Automatic,Mumbai,1199,3
VH11690,Seltos,2010,873881,24.2,12-02-2025,No,CNG,Manual,Chennai,998,2
VH11359,Seltos,2018,3907323,18.8,26-02-2025,Yes,Electric,Automatic,Bangalore,1998,1
VH11733,Thar,2010,2730630,8.8,20-03-2020,No,Petrol,Manual,Bangalore,998,2
VH10168,Nexon,2017,2647693,26.1,10-07-2025,Yes,Diesel,Manual,Delhi,998,2
VH10013,Verna,2013,2108286,24.0,04-05-2024,No,Diesel,Automatic,Bangalore,1497,1
VH11927,Thar,2017,3446243,19.2,01-09-2020,Yes,Electric,Automatic,Coimbatore,1199,3
VH10172,Swift,2015,424932,27.1,28-02-2024,No,Petrol,Manual,Pune,2184,2
VH10650,Swift,2014,1208380,14.1,19-03-2019,Yes,Diesel,Manual,Pune,N/A,1
VH11062,Swift,2015,3097909,17.9,21-02-2019,No,Electric,Manual,Bangalore,1498,4
VH10261,City,2024,346002,12.1,22-06-2024,Yes,Electric,Manual,Bangalore,1199,1
VH11367,Seltos,2013,3309828,19.3,05-09-2022,No,CNG,Automatic,Delhi,1998,1
VH11549,Seltos,2021,3015548,9.1,28-06-2026,No,Diesel,Manual,Chennai,1497,3
VH10902,Swift,2013,661309,19.5,12-09-2022,No,Electric,Manual,Hyderabad,1998,4
VH10673,Seltos,2021,980667,8.8,24-04-2025,Yes,Diesel,Automatic,Bangalore,1197,4
VH10259,Thar,2024,2060511,15.3,29-07-2024,No,Electric,Manual,Delhi,1498,1
VH10845,Creta,2013,628821,13.3,21-10-2022,No,Petrol,Manual,Mumbai,1498,4
VH10868,Venue,2024,1247272,21.2,27-08-2026,No,Electric,Automatic,Pune,1498,4
VH11800,Verna,2025,2737587,18.1,23-04-2023,Yes,Electric,Automatic,Mumbai,1998,3
VH10139,Venue,2010,1078883,17.2,26-05-2018,Yes,CNG,Manual,Pune,1497,4
VH10894,Seltos,2025,326616,22.2,24-09-2021,No,Diesel,Automatic,Mumbai,2184,3
VH11838,Seltos,2013,2017787,16.1,08-03-2023,Yes,Electric,Automatic,Mumbai,1199,1
VH10550,Seltos,2020,1970357,23.4,12-11-2025,No,CNG,Manual,Mumbai,unknown,4
VH10320,City,2024,3710580,24.2,10-09-2021,Yes,CNG,Automatic,Pune,1998,1
VH11527,Fortuner,2012,1804900,18.2,20-07-2024,Yes,Electric,Manual,Chennai,1998,1
VH11806,Nexon,2015,1452791,11.1,24-08-2021,No,Electric,Automatic,Chennai,1197,3
VH11178,Verna,2016,432659,27.5,22-01-2026,Yes,Petrol,Automatic,Delhi,1197,4
VH10559,Thar,2022,2322784,18.8,12-12-2022,No,Diesel,Automatic,Pune,1197,4
VH10140,Nexon,2020,2489921,27.8,26-07-2025,Yes,Petrol,Manual,Coimbatore,1998,2
VH11735,City,2024,3095126,26.4,24-02-2019,Yes,Electric,Manual,Coimbatore,2184,2
VH10532,Fortuner,2010,2295141,12.0,28-07-2020,Yes,CNG,Manual,Bangalore,1197,1
VH10225,Baleno,2021,992137,11.6,05-09-2025,Yes,CNG,Automatic,Delhi,1498,2
VH10724,Fortuner,2016,1097057,11.2,23-07-2018,No,Electric,Manual,Mumbai,1199,3
VH10787,Baleno,2013,414589,27.3,06-02-2023,Yes,Diesel,Manual,Chennai,1998,2
VH11718,Creta,2025,2030283,11.8,16-09-2019,No,CNG,Automatic,Mumbai,1197,4
VH11008,Verna,2012,413936,14.8,06-12-2025,Yes,Diesel,Manual,Delhi,1497,2
VH10410,Seltos,2010,847219,10.4,17-07-2021,No,Petrol,Manual,Mumbai,1998,4
VH10326,Fortuner,2016,1941232,26.8,26-10-2018,No,Petrol,Manual,Pune,1199,2
VH11766,Seltos,2012,1551661,20.6,10-12-2022,No,Diesel,Automatic,Mumbai,1199,4
VH10300,Thar,2022,2327320,14.8,03-03-2020,No,Diesel,Manual,Coimbatore,998,1
VH11263,Verna,2013,1900741,15.2,07-04-2024,Yes,CNG,Manual,Hyderabad,1197,4
VH11946,Baleno,2019,2928973,15.1,15-05-2021,No,Electric,Automatic,Hyderabad,1197,1
VH10026,Swift,2012,3238687,22.8,16-12-2023,No,CNG,Manual,Bangalore,2184,3
VH11859,City,2011,2107254,18.6,13-11-2018,No,Electric,Manual,Chennai,1498,1
VH10715,Baleno,2013,3228100,27.3,09-03-2025,Yes,Petrol,Manual,Pune,1998,4
VH11010,Swift,2017,3812305,9.8,09-10-2023,No,Petrol,Automatic,Bangalore,1199,1
VH10194,Swift,2018,1047852,18.2,05-07-2022,Yes,Petrol,Automatic,Chennai,1498,2
VH10441,Baleno,2012,1460117,26.7,19-05-2025,Yes,Diesel,Manual,Bangalore,1497,1
VH10574,Verna,2022,3073737,26.6,06-09-2021,Yes,Diesel,Manual,Coimbatore,1197,2
VH10947,Creta,2024,1435270,21.9,09-04-2022,Yes,Electric,Automatic,Hyderabad,1197,2
VH10998,Verna,2015,3276030,12.9,18-03-2019,Yes,Petrol,Manual,Hyderabad,2184,1
VH10504,Nexon,2016,4164044,17.7,28-07-2026,No,Electric,Manual,Pune,998,4
VH10606,Thar,2017,1887819,9.1,17-01-2023,Yes,Electric,Manual,Delhi,1197,1
VH11717,Swift,2011,1790641,11.4,24-01-2018,No,Electric,Automatic,Hyderabad,N/A,1
VH11164,Creta,2011,2042955,10.1,26-02-2025,No,Electric,Manual,Pune,998,3
VH11787,Swift,2018,1462180,14.6,17-05-2024,No,Electric ,Manual,Mumbai,998,1
VH10847,Seltos,2020,543877,23.6,27-07-2021,No,CNG,Automatic,Delhi,1498,4
VH10004,Seltos,2016,1456083,21.8,23-08-2020,No,Petrol,Automatic,Bangalore,1998,1
VH11287,Baleno,2018,1859657,16.9,15-11-2022,No,Diesel,Automatic,Delhi,1199,4
VH11223,Swift,2023,4010879,9.9,17-02-2020,Yes,Electric,Automatic,Bangalore,1199,2
VH10468,City,2010,1179459,9.2,13-10-2022,No,Petrol,Automatic,Coimbatore,1498,4
VH10322,Baleno,2019,1720858,16.7,24-07-2023,Yes,Electric,Manual,Delhi,1998,1
VH10006,Fortuner,2010,4198190,unknown,03-02-2021,No,Electric,Manual,Hyderabad,1998,4
VH10223,Thar,2022,439227,15.0,21-01-2024,Yes,Diesel,Manual,Chennai,1998,3
VH11375,Nexon,2017,3499039,9.4,11-07-2026,No,Electric,Automatic,Coimbatore,1998,4
VH10548,City,2021,2142360,10.6,22-10-2023,Yes,Diesel,Automatic,Chennai,2184,4
VH10229,Fortuner,2021,1785255,23.3,21-04-2022,Yes,Diesel,Automatic,Mumbai,1497,2
VH10040,Nexon,2014,3685744,22.4,27-08-2019,Yes,CNG,Manual,Coimbatore,1998,4
VH10543,Verna,2023,3451396,14.5,24-10-2019,No,CNG,Manual,Delhi,1197,3
VH10243,Nexon,2011,975673,9.4,26-03-2022,No,Petrol,Manual,Pune,1998,2
VH10899,Venue,2010,652365,10.3,07-05-2021,Yes,Electric,Manual,Mumbai,1199,4
VH11134,Venue,2023,1773300,23.6,15-12-2021,Yes,CNG,Automatic,Pune,1497,3
VH11449,Seltos,2016,4130415,10.1,22-07-2022,Yes,Diesel,Automatic,Hyderabad,1199,2
VH11869,Seltos,2025,4233233,16.5,04-12-2019,No,CNG,Manual,Hyderabad,1199,1
VH10843,Baleno,2018,2249902,9.4,26-02-2020,Yes,CNG,Manual,Hyderabad,1498,4
VH11419,Creta,2017,1187099,10.5,09-11-2022,No,Electric,Automatic,Hyderabad,1998,1
VH11654,Thar,2020,4495843,19.0,05-01-2021,Yes,CNG,Manual,Pune,1998,2
VH11970,Fortuner,2022,1371192,23.8,19-04-2026,Yes,Diesel,Manual,Bangalore,1497,1
VH10662,Venue,2014,1793551,17.7,14-01-2018,No,Electric,Manual,Chennai,2184,1
VH11211,Verna,2020,1683640,27.9,11-07-2019,No,Petrol,Manual,Coimbatore,1199,2
VH10315,Venue,2023,527189,17.8,08-03-2019,No,CNG,Manual,Delhi,998,2
VH10692,Venue,2023,1134440,20.3,16-08-2025,Yes,CNG,Manual,Coimbatore,1998,3
VH11504,Nexon,2021,4161607,28.0,22-01-2019,No,Petrol,Manual,Delhi,1197,2
VH10425,Fortuner,2010,1043088,20.5,28-01-2022,No,Diesel,Manual,Chennai,998,1
VH10595,Nexon,2017,1627042,15.9,05-04-2021,Yes,Diesel,Automatic,Coimbatore,998,3
VH11964,Nexon,2023,3331830,9.7,06-04-2022,Yes,CNG,Manual,Hyderabad,1498,2
VH10623,Swift,2025,3191912,18.0,07-05-2026,Yes,Electric,Automatic,Delhi,1199,2
VH11171,Verna,2015,946012,13.3,16-04-2022,No,CNG,Manual,Delhi,1497,3
VH11044,Thar,2017,3121839,19.6,22-10-2020,Yes,petrol,Automatic,Delhi,2184,3
VH10228,Baleno,2025,1957153,10.8,17-08-2022,Yes,Electric,Manual,Hyderabad,998,2
VH11118,Baleno,2021,3597154,13.3,07-07-2022,Yes,Petrol,Automatic,Delhi,998,2
VH11332,Verna,2010,3924656,11.2,05-03-2025,Yes,Electric,Manual,Pune,1498,4
VH11316,Baleno,2024,915416,22.7,26-04-2022,Yes,Diesel,Automatic,Hyderabad,1998,1
VH10067,Nexon,2013,2344940,unknown,06-01-2024,No,Diesel,Automatic,Bangalore,1497,4
VH10025,Thar,2013,3176280,22.1,14-12-2019,No,Diesel,Automatic,Delhi,1498,3
VH10145,Swift,2019,442980,18.8,02-08-2025,Yes,Electric,Manual,Bangalore,1197,3
VH10537,Thar,2014,1492503,11.7,11-09-2020,No,Petrol,Manual,Pune,1199,1
VH10812,Thar,2021,1845491,9.8,11-07-2018,No,Diesel,Automatic,Bangalore,2184,2
VH11467,Thar,2022,2448185,23.2,22-04-2021,No,CNG,Automatic,Delhi,2184,4
VH10086,Verna,2025,2676219,16.4,26-02-2019,No,Diesel,Automatic,Delhi,1497,4
VH11661,Fortuner,2023,4328604,24.5,29-07-2023,No,Diesel,Automatic,Pune,1197,3
VH11646,Baleno,2013,3867945,18.0,10-07-2023,No,Petrol,Automatic,Bangalore,1199,3
VH11805,Baleno,2013,904111,16.7,19-03-2022,No,Diesel,Automatic,Delhi,1497,3
VH11818,Venue,2011,1943083,10.3,25-08-2025,Yes,Electric,Manual,Mumbai,1998,2
VH11577,Nexon,2018,1841019,12.9,24-04-2024,Yes,Electric,Automatic,Delhi,1498,4
VH11145,Creta,2020,3310087,25.5,30-06-2020,Yes,Petrol,Automatic,Delhi,1998,2
VH10363,Venue,2022,3400498,21.3,11-04-2022,No,CNG,Automatic,Mumbai,1498,4
VH11612,City,2013,1994000,26.2,29-07-2018,Yes,Electric,Automatic,Pune,998,4
VH11866,Venue,2015,660306,17.8,24-12-2024,Yes,CNG,Automatic,Mumbai,1199,3
VH11027,Swift,2023,3677932,8.5,09-03-2025,No,Diesel,Manual,Hyderabad,1199,3
VH11031,Verna,2021,798512,22.8,10-08-2023,Yes,Diesel,Automatic,Delhi,1498,1
VH11304,Venue,2022,3864360,21.0,30-06-2024,No,Diesel,Automatic,Mumbai,1497,3
VH11356,Thar,2012,4161460,27.0,23-01-2026,No,Electric,Automatic,Delhi,1998,4
VH11731,Verna,2013,4228207,8.1,27-04-2021,Yes,Petrol,Automatic,Mumbai,1197,1
VH10666,Seltos,2017,2006517,22.2,15-05-2021,No,Electric,Automatic,Chennai,1199,3
VH10365,Seltos,2022,4111666,19.0,02-09-2023,Yes,CNG,Manual,Pune,1197,3
VH10078,Thar,2018,3660492,18.2,02-03-2023,No,CNG,Automatic,Delhi,2184,2
VH10028,Creta,2017,2631256,13.0,10-07-2025,No,Electric,Manual,Pune,1497,2
VH11437,Verna,2017,4402553,17.4,19-08-2025,Yes,Electric,Automatic,Delhi,998,2
VH10526,Thar,2012,4439394,25.6,16-01-2020,Yes,Petrol,Manual,Delhi,1199,2
VH11835,Swift,2024,682811,26.1,13-08-2018,No,Petrol,Automatic,Chennai,1498,4
VH10056,Nexon,2015,2975480,25.7,26-11-2025,Yes,Electric,Automatic,Chennai,1197,1
VH10639,Baleno,2014,3248632,16.3,06-05-2018,Yes,Electric,Manual,Hyderabad,1498,1
VH10303,Swift,2020,1695796,19.9,12-03-2020,Yes,Petrol,Automatic,Hyderabad,998,2
VH10719,Seltos,2022,1433387,26.2,29-01-2023,No,Electric,Automatic,Coimbatore,1998,2
VH10625,Swift,2018,4484238,22.3,08-08-2024,Yes,CNG,Manual,Mumbai,1998,1
VH10008,Baleno,2016,3042974,18.0,29-10-2018,Yes,Diesel,Automatic,Hyderabad,1497,3
VH10804,Fortuner,2018,2210332,16.2,18-10-2025,No,Diesel,Automatic,Hyderabad,N/A,4
VH11050,City,2025,4155288,23.0,04-05-2022,No,CNG,Manual,Mumbai,1498,4
VH10337,City,2014,837977,15.1,27-04-2022,No,CNG,Automatic,Hyderabad,998,1
VH10048,Nexon,2011,2206862,24.8,17-08-2019,Yes,Electric,Automatic,Bangalore,1197,1
VH11764,Thar,2013,2195618,12.9,26-04-2023,No,Electric,Automatic,Pune,2184,1
VH10107,Creta,2010,1361404,26.3,14-10-2024,No,Petrol,Manual,Pune,1498,2
VH10350,City,2016,4276974,16.5,01-09-2025,Yes,Petrol,Manual,Mumbai,1998,2
VH11080,Baleno,2013,2322643,13.8,24-08-2019,Yes,Diesel,Manual,Pune,1998,2
VH10239,Thar,2025,4070771,26.4,29-01-2021,Yes,Petrol,Automatic,Bangalore,1498,4
VH10214,Nexon,2014,3333449,11.1,13-08-2018,Yes,Diesel,Manual,Hyderabad,1197,2
VH11776,Thar,2021,1645801,13.6,01-02-2020,No,Electric,Automatic,Pune,1498,1
VH11139,Fortuner,2011,2268067,16.8,04-06-2023,No,Electric,Automatic,Bangalore,1497,1
VH10794,Creta,2015,2824055,9.0,17-12-2018,Yes,Petrol,Automatic,Bangalore,1498,2
VH11587,Verna,2012,2719493,13.2,20-06-2023,Yes,Diesel,Manual,Mumbai,1197,3
VH11583,Venue,2021,4009362,26.4,30-07-2022,No,Petrol,Manual,Delhi,1199,2
VH11672,City,2024,2244606,15.8,08-10-2022,No,Diesel,Manual,Hyderabad,1197,4
VH10524,Seltos,2017,3384562,23.3,26-01-2022,Yes,Diesel,Automatic,Bangalore,2184,2
VH10233,City,2013,779083,23.5,17-12-2019,No,Diesel,Manual,Chennai,2184,4
VH10645,Swift,2024,3681915,27.4,20-11-2019,No,CNG,Manual,Hyderabad,1998,3
VH11508,Venue,2010,1427109,14.0,10-09-2021,Yes,Petrol,Manual,Mumbai,1199,3
VH10534,Creta,2018,3799701,23.2,14-01-2024,Yes,Petrol,Automatic,Pune,1497,4
VH11942,Venue,2017,780350,14.5,28-04-2019,No,Diesel,Automatic,Coimbatore,998,2
VH10604,Creta,2010,467527,15.1,12-07-2020,Yes,Petrol,Automatic,Delhi,998,4
VH11330,Baleno,2013,648844,24.5,24-05-2022,Yes,Diesel,Automatic,Bangalore,1199,2
VH11075,Venue,2014,3446779,23.1,14-12-2019,No,CNG,Automatic,Chennai,2184,4
VH11305,Fortuner,2023,2020444,12.9,30-09-2022,Yes,Petrol,Automatic,Hyderabad,2184,4
VH10061,Nexon,2015,1822534,13.4,24-12-2020,Yes,Diesel,Automatic,Coimbatore,1998,2
VH11264,Fortuner,2023,489073,27.9,11-12-2022,No,Diesel,Automatic,Mumbai,1498,3
VH10093,Seltos,2012,3587093,13.1,14-04-2022,No,Petrol,Automatic,Coimbatore,1497,3
VH10667,Seltos,2016,3497445,27.7,07-05-2020,No,Petrol,Automatic,Pune,1197,2
VH10281,Venue,2017,1101955,8.1,11-12-2023,No,CNG,Automatic,Hyderabad,1197,1
VH11114,Thar,2020,946275,18.7,03-12-2023,Yes,CNG,Automatic,Chennai,998,3
VH10360,Swift,2017,992924,8.8,19-12-2022,Yes,Electric,Automatic,Mumbai,998,1
VH11129,Verna,2025,3014766,27.7,12-10-2023,Yes,Diesel,Manual,Chennai,1197,1
VH11170,Fortuner,2016,3803548,12.2,08-04-2024,Yes,Diesel,Automatic,Bangalore,2184,4
VH10848,Nexon,2013,3645026,25.2,29-01-2025,Yes,Diesel,Automatic,Bangalore,2184,4
VH11522,Swift,2020,2279746,15.2,10-05-2019,Yes,Petrol,Manual,Hyderabad,1998,3
