Employee_ID,Age,Monthly_Income,Years_At_Company,Job_Level,Years_In_Current_Role,Job_Satisfaction,Work_Hours_Per_Week,Projects_Completed,Training_Hours,Overtime,Department,Job_Role,Education_Level,Marital_Status,Attrition
EMP102117,42,49801.0,1,2,1,4.0,41,10,29.0,No,Finance,HR Specialist,Bachelor,Married,0
EMP102118,21,39383.0,1,2,1,2.0,46,2,,No,Sales,HR Specialist,Bachelor,Single,0
EMP102119,60,43849.0,5,3,2,2.0,34,2,45.0,No,IT,HR Specialist,Bachelor,Married,0
EMP102120,40,52707.0,3,3,3,5.0,38,6,64.0,No,IT,Research Scientist,High School,Married,0
EMP102121,21,51778.0,5,2,3,1.0,43,6,46.0,No,Research & Development,HR Specialist,Bachelor,Married,0
EMP102122,46,66207.0,2,1,2,3.0,48,4,33.0,No,Research & Development,Project Manager,Bachelor,Divorced,0
EMP102123,28,70677.0,10,1,3,2.0,30,2,50.0,No,Human Resources,Project Manager,Master,Single,0
EMP102124,20,51778.0,7,3,1,5.0,47,10,36.0,Yes,Finance,Sales Executive,Master,Single,0
EMP102125,30,65950.0,6,4,3,5.0,38,4,7.0,Yes,Research & Development,Sales Executive,Bachelor,Divorced,0
EMP102126,22,42954.0,4,2,3,5.0,41,2,53.0,Yes,Research & Development,Research Scientist,Diploma,Married,0
EMP102127,42,99383.0,3,1,0,3.0,42,2,17.0,No,IT,Software Engineer,Master,Married,0
EMP102128,45,42643.0,1,3,1,2.0,36,2,37.0,Yes,Sales,Research Scientist,Bachelor,Divorced,1
EMP102129,23,94261.0,11,4,6,5.0,36,5,23.0,No,Research & Development,Research Scientist,Diploma,Married,0
EMP102130,37,28307.0,6,4,1,3.0,43,4,18.0,No,Human Resources,Project Manager,High School,Married,0
EMP102131,25,46347.0,3,3,3,1.0,51,4,28.0,No,IT,HR Specialist,Doctorate,Single,0
EMP102132,54,47389.0,7,4,7,4.0,37,7,5.0,No,Sales,Research Scientist,Master,Married,0
EMP102133,41,62357.0,7,1,3,2.0,37,6,25.0,Yes,Human Resources,Research Scientist,Diploma,Married,0
EMP102134,34,81057.0,6,1,6,3.0,36,7,41.0,No,Research & Development,Financial Analyst,Diploma,Married,0
EMP102135,41,31347.0,12,1,4,4.0,41,4,40.0,Yes,Human Resources,Software Engineer,Doctorate,Married,0
EMP102136,56,33406.0,9,3,0,4.0,37,6,7.0,No,Research & Development,Sales Executive,Diploma,Single,0
EMP102137,31,29267.0,7,1,1,3.0,37,4,50.0,No,Human Resources,Research Scientist,Bachelor,Single,0
EMP102138,57,99625.0,3,2,3,3.0,43,5,71.0,No,Sales,Project Manager,Bachelor,Married,0
EMP102139,37,62882.0,3,2,3,3.0,35,4,61.0,No,Finance,Financial Analyst,High School,Married,0
EMP102140,54,33763.0,9,2,3,5.0,50,6,27.0,No,Finance,Software Engineer,Bachelor,Single,0
EMP102141,49,,10,4,4,1.0,36,4,25.0,No,IT,Sales Executive,Master,Married,0
EMP102142,43,93609.0,17,1,3,5.0,48,7,22.0,No,Sales,Research Scientist,Master,Married,0
EMP102143,49,48530.0,4,2,2,4.0,52,5,62.0,Yes,Finance,Project Manager,Bachelor,Married,1
EMP102144,33,47257.0,4,3,3,4.0,48,9,27.0,No,Research & Development,Financial Analyst,Master,Divorced,0
EMP102145,25,38697.0,1,1,1,4.0,47,5,24.0,No,Research & Development,Research Scientist,Master,Married,0
EMP102146,22,34677.0,12,3,2,3.0,46,1,48.0,No,Research & Development,Financial Analyst,Diploma,Single,0
EMP102147,35,93675.0,6,3,5,2.0,43,4,52.0,No,Research & Development,Project Manager,Bachelor,Married,0
EMP102148,26,116815.0,12,4,1,5.0,48,6,50.0,Yes,Research & Development,Research Scientist,Bachelor,Single,0
EMP102149,33,35304.0,1,4,1,2.0,41,8,19.0,Yes,Finance,Research Scientist,Bachelor,Married,0
EMP102150,28,103499.0,4,2,3,1.0,46,2,42.0,No,Human Resources,Research Scientist,Bachelor,Single,0
EMP102151,34,44168.0,4,2,4,1.0,48,7,57.0,Yes,Sales,Research Scientist,Bachelor,Single,0
EMP102152,40,69929.0,7,1,6,5.0,45,5,35.0,No,Research & Development,HR Specialist,Bachelor,Single,0
EMP102153,54,103744.0,5,2,1,4.0,41,5,39.0,No,Research & Development,Software Engineer,High School,Married,0
EMP102154,21,51524.0,6,1,6,1.0,44,6,38.0,No,IT,Research Scientist,Diploma,Single,0
EMP102155,46,47454.0,3,2,3,2.0,40,6,31.0,No,Research & Development,Sales Executive,Bachelor,Single,0
EMP102156,21,78871.0,5,4,4,2.0,39,9,42.0,Yes,Sales,Project Manager,Master,Single,0
EMP102157,54,33377.0,7,2,6,,46,8,48.0,No,Research & Development,Sales Executive,Master,Married,0
EMP102158,37,92159.0,4,2,2,4.0,43,8,55.0,,Research & Development,Project Manager,Diploma,Single,0
EMP102159,33,58651.0,3,2,3,3.0,46,6,34.0,No,Sales,Project Manager,Bachelor,Single,0
EMP102160,39,42408.0,2,2,1,5.0,43,2,36.0,No,Research & Development,Research Scientist,Bachelor,Married,0
EMP102161,37,41907.0,8,5,5,1.0,45,4,27.0,No,IT,Software Engineer,Master,Married,1
EMP102162,29,29511.0,6,2,6,3.0,49,4,59.0,No,Finance,Software Engineer,Doctorate,Married,0
EMP102163,44,43209.0,18,3,2,3.0,41,6,29.0,No,Human Resources,Sales Executive,Bachelor,Married,0
EMP102164,21,48838.0,9,2,3,5.0,40,10,34.0,No,Research & Development,Software Engineer,High School,Single,0
EMP102165,44,34115.0,1,1,1,2.0,44,6,36.0,Yes,Sales,Research Scientist,Master,Married,0
EMP102166,52,53886.0,1,2,1,2.0,30,7,,No,Research & Development,Financial Analyst,Master,Single,0
EMP102167,55,68043.0,7,3,5,5.0,46,4,13.0,No,Sales,Software Engineer,Master,Divorced,0
EMP102168,50,49962.0,7,1,7,2.0,38,7,43.0,Yes,Sales,Financial Analyst,Diploma,Married,0
EMP102169,33,74111.0,4,1,2,5.0,50,4,42.0,Yes,Research & Development,Research Scientist,Bachelor,Single,0
EMP102170,20,38249.0,8,1,3,2.0,46,6,37.0,No,Finance,Sales Executive,Diploma,Married,0
EMP102171,35,86389.0,6,3,5,5.0,47,9,40.0,No,Sales,Sales Executive,High School,Married,0
EMP102172,22,58099.0,5,3,1,2.0,47,4,34.0,No,Research & Development,Research Scientist,Diploma,Single,0
EMP102173,54,110244.0,9,2,1,3.0,40,4,13.0,No,Sales,Sales Executive,Master,Single,0
EMP102174,60,162997.0,0,2,0,3.0,41,2,51.0,No,Research & Development,HR Specialist,Diploma,Single,0
EMP102175,25,44510.0,11,4,5,2.0,34,6,13.0,No,Finance,Research Scientist,Bachelor,Single,0
EMP102176,44,45343.0,14,3,1,5.0,49,3,22.0,No,Sales,HR Specialist,Doctorate,Married,0
EMP102177,32,49231.0,1,3,1,3.0,36,1,53.0,No,Human Resources,Software Engineer,High School,Married,0
EMP102178,53,71909.0,7,3,3,1.0,42,4,15.0,Yes,Sales,Financial Analyst,Master,Divorced,0
EMP102179,27,99885.0,2,3,2,2.0,48,4,33.0,No,Research & Development,Software Engineer,Bachelor,Divorced,0
EMP102180,40,41000.0,2,2,2,1.0,50,9,62.0,No,Research & Development,Financial Analyst,Bachelor,Married,0
EMP102181,53,65294.0,3,4,3,1.0,41,3,36.0,No,Research & Development,Sales Executive,Bachelor,Married,0
EMP102182,23,51737.0,6,4,1,4.0,33,6,14.0,No,Human Resources,Software Engineer,High School,Single,0
EMP102183,44,72638.0,5,1,2,1.0,43,6,46.0,No,IT,Software Engineer,Bachelor,Divorced,0
EMP102184,34,108483.0,4,1,4,1.0,44,2,42.0,No,Research & Development,Research Scientist,Bachelor,Married,0
EMP102185,23,49362.0,1,5,1,4.0,44,1,37.0,Yes,Research & Development,Project Manager,Master,Single,0
EMP102186,31,25943.0,3,2,3,4.0,40,7,5.0,Yes,Research & Development,Sales Executive,Bachelor,Divorced,0
EMP102187,51,76868.0,11,4,3,4.0,41,5,55.0,No,IT,Sales Executive,Bachelor,Married,0
EMP102188,51,37812.0,7,2,5,5.0,39,5,62.0,No,IT,Sales Executive,Master,Married,0
EMP102189,47,51570.0,2,1,2,4.0,43,10,35.0,No,Sales,Sales Executive,Master,Single,0
EMP102190,32,78374.0,5,1,5,5.0,46,8,25.0,No,IT,Sales Executive,Bachelor,Single,0
EMP102191,50,62876.0,4,1,4,2.0,43,5,43.0,No,Finance,HR Specialist,Bachelor,Single,0
EMP102192,33,52539.0,12,1,1,5.0,42,4,43.0,No,IT,Sales Executive,Master,Divorced,0
EMP102193,39,42444.0,4,2,0,2.0,48,3,44.0,No,Finance,Software Engineer,Bachelor,Divorced,0
EMP102194,37,18000.0,1,3,1,4.0,43,4,35.0,Yes,Sales,HR Specialist,Bachelor,Single,0
EMP102195,48,75307.0,4,5,1,4.0,42,6,43.0,No,Finance,Research Scientist,Doctorate,Married,0
EMP102196,25,49083.0,12,2,1,2.0,42,4,46.0,Yes,Finance,Sales Executive,Bachelor,Married,0
EMP102197,51,108672.0,9,2,4,3.0,36,3,73.0,No,Sales,Project Manager,Bachelor,Married,1
EMP102198,48,65789.0,5,2,5,5.0,37,6,42.0,No,Finance,Research Scientist,Bachelor,Married,0
EMP102199,21,43113.0,2,2,2,1.0,41,5,38.0,No,Human Resources,HR Specialist,Diploma,Divorced,0
EMP102200,42,88892.0,7,2,2,4.0,38,3,12.0,Yes,IT,Project Manager,Bachelor,Single,0
EMP102201,38,92327.0,2,1,2,5.0,42,5,14.0,No,Research & Development,Project Manager,Master,Divorced,1
EMP102202,50,49838.0,5,1,5,5.0,46,1,37.0,No,Research & Development,Sales Executive,Bachelor,Married,0
EMP102203,24,94111.0,6,1,1,4.0,46,3,34.0,Yes,IT,Sales Executive,Diploma,Single,0
EMP102204,38,42839.0,1,1,1,2.0,44,4,21.0,No,Human Resources,Financial Analyst,Bachelor,Divorced,0
EMP102205,53,59097.0,4,3,2,4.0,46,7,20.0,No,Research & Development,HR Specialist,Bachelor,Single,0
EMP102206,29,71127.0,6,1,3,5.0,47,3,44.0,No,Sales,Software Engineer,Bachelor,Married,0
EMP102207,44,78295.0,6,4,1,3.0,47,4,26.0,No,Finance,Software Engineer,Diploma,Single,0
EMP102208,21,72749.0,6,4,4,2.0,47,7,23.0,No,Sales,HR Specialist,Bachelor,Divorced,0
EMP102209,30,47353.0,2,5,2,4.0,36,6,19.0,No,IT,Financial Analyst,Master,Married,0
EMP102210,50,89972.0,3,4,1,1.0,33,4,23.0,No,IT,HR Specialist,Master,Married,0
EMP102211,34,52005.0,3,2,3,4.0,38,2,29.0,No,Sales,Financial Analyst,Bachelor,Married,0
EMP102212,28,42575.0,0,2,0,5.0,40,6,35.0,Yes,Sales,Software Engineer,Master,Single,0
EMP102213,42,42858.0,10,1,2,5.0,47,7,39.0,No,Research & Development,Software Engineer,Doctorate,Single,0
EMP102214,38,131674.0,4,3,1,1.0,42,3,29.0,No,Sales,Sales Executive,Bachelor,Divorced,0
EMP102215,28,39387.0,8,4,1,2.0,40,4,8.0,No,Research & Development,Project Manager,Doctorate,Married,0
EMP102216,54,98354.0,9,4,3,5.0,43,3,18.0,No,Research & Development,Financial Analyst,Diploma,Married,0
EMP102217,40,32996.0,14,2,2,2.0,45,8,27.0,Yes,Finance,Financial Analyst,Doctorate,Divorced,0
EMP102218,28,68504.0,2,3,2,2.0,46,3,50.0,Yes,IT,Software Engineer,Master,Married,0
EMP102219,47,62867.0,6,1,1,4.0,40,7,33.0,No,Research & Development,HR Specialist,Diploma,Single,0
EMP102220,26,114078.0,4,1,2,2.0,37,7,41.0,No,Human Resources,Project Manager,Bachelor,Married,0
EMP102221,35,40971.0,4,3,4,5.0,38,4,56.0,No,Research & Development,Financial Analyst,Master,Married,0
EMP102222,35,36181.0,7,2,1,5.0,43,4,33.0,No,IT,Financial Analyst,Diploma,Married,0
EMP102223,52,52191.0,2,5,2,3.0,37,5,35.0,No,Sales,Software Engineer,Bachelor,Single,0
EMP102224,23,116337.0,3,1,3,2.0,47,2,36.0,No,Research & Development,Financial Analyst,Bachelor,Married,0
EMP102225,23,36946.0,0,4,0,3.0,37,8,36.0,No,Sales,Research Scientist,Bachelor,Married,0
EMP102226,58,18000.0,3,2,1,4.0,34,6,19.0,No,Sales,Software Engineer,Bachelor,Married,0
EMP102227,59,56499.0,12,4,9,3.0,43,6,43.0,Yes,Research & Development,Project Manager,Bachelor,Single,0
EMP102228,36,84320.0,7,3,4,2.0,41,7,36.0,No,Research & Development,Sales Executive,Bachelor,Single,0
EMP102229,56,34852.0,6,4,4,5.0,44,6,23.0,Yes,Research & Development,Project Manager,Diploma,Single,0
EMP102230,58,80552.0,7,2,1,4.0,40,7,32.0,No,Research & Development,Software Engineer,Master,Married,0
EMP102231,48,34507.0,4,5,3,2.0,44,1,7.0,No,Research & Development,Research Scientist,Bachelor,Single,0
EMP102232,55,51490.0,9,1,1,4.0,47,8,12.0,Yes,Research & Development,Software Engineer,Bachelor,Married,0
EMP102233,57,77172.0,3,1,3,1.0,39,3,48.0,No,Finance,Research Scientist,Diploma,Single,0
EMP102234,58,32232.0,4,2,4,2.0,45,2,32.0,Yes,Research & Development,Financial Analyst,Bachelor,Divorced,0
EMP102235,56,59681.0,4,4,2,1.0,51,10,55.0,No,Sales,Software Engineer,Bachelor,Single,1
EMP102236,54,95018.0,9,2,4,3.0,46,5,36.0,No,Sales,Financial Analyst,Bachelor,Single,0
EMP102237,26,68075.0,2,4,2,2.0,38,2,38.0,No,Sales,Research Scientist,Bachelor,Married,0
EMP102238,46,,3,3,3,1.0,44,6,35.0,Yes,Research & Development,Project Manager,Master,Single,0
EMP102239,47,108936.0,3,1,1,5.0,35,5,20.0,No,Research & Development,Research Scientist,Master,Married,0
EMP102240,41,73966.0,12,5,2,3.0,36,7,41.0,Yes,Research & Development,Sales Executive,Bachelor,Single,0
EMP102241,33,23811.0,9,1,6,2.0,49,2,25.0,No,Human Resources,Project Manager,Bachelor,Married,0
EMP102242,26,81145.0,6,4,6,,44,4,40.0,No,,Project Manager,Diploma,Married,0
EMP102243,56,42530.0,7,2,2,5.0,50,4,22.0,Yes,Sales,Sales Executive,High School,Married,0
EMP102244,41,60087.0,2,2,2,5.0,44,0,46.0,Yes,Sales,Project Manager,Master,Single,1
EMP102245,24,86568.0,6,2,4,1.0,39,2,42.0,Yes,Research & Development,Research Scientist,Master,Single,1
EMP102246,21,42949.0,5,1,3,1.0,42,0,53.0,No,Research & Development,Project Manager,Bachelor,Single,0
EMP102247,46,26228.0,2,2,2,1.0,43,3,46.0,No,Research & Development,Software Engineer,Master,Single,0
EMP102248,40,108292.0,1,1,1,4.0,53,4,34.0,No,Human Resources,Sales Executive,Master,Married,0
EMP102249,57,92888.0,5,1,5,3.0,46,8,58.0,No,Sales,Financial Analyst,Master,Married,0
EMP102250,34,52882.0,4,1,4,2.0,38,3,41.0,No,Research & Development,Project Manager,Master,Married,0
EMP102251,40,80751.0,1,2,1,3.0,41,6,5.0,No,Finance,Sales Executive,Master,Single,0
EMP102252,29,46577.0,5,3,1,5.0,44,6,26.0,No,IT,Research Scientist,Master,Married,0
EMP102253,42,57453.0,7,2,5,3.0,37,3,33.0,No,Research & Development,Financial Analyst,Bachelor,Divorced,0
EMP102254,58,51542.0,8,4,2,,42,3,55.0,Yes,Sales,Research Scientist,Master,Married,0
EMP102255,24,47433.0,4,3,1,1.0,41,10,28.0,No,Finance,Financial Analyst,Bachelor,Married,0
EMP102256,20,64652.0,5,3,1,5.0,44,4,25.0,No,Finance,HR Specialist,Master,Married,0
EMP102257,32,31933.0,8,3,4,3.0,42,5,5.0,No,Sales,Financial Analyst,Master,Single,0
EMP102258,40,49113.0,4,2,4,2.0,35,5,54.0,Yes,Human Resources,Project Manager,High School,Married,0
EMP102259,45,63361.0,2,3,1,1.0,42,4,57.0,No,IT,Software Engineer,Bachelor,Married,0
EMP102260,40,125773.0,2,1,2,3.0,46,5,18.0,Yes,Human Resources,Financial Analyst,Diploma,Single,0
EMP102261,37,32523.0,7,4,2,5.0,49,7,14.0,Yes,Research & Development,Financial Analyst,Diploma,Married,0
EMP102262,56,69518.0,5,3,1,2.0,47,4,51.0,Yes,Research & Development,Research Scientist,Bachelor,Single,1
EMP102263,51,73032.0,3,1,3,5.0,34,5,54.0,No,Sales,Software Engineer,Bachelor,Married,0
EMP102264,55,23637.0,2,3,1,5.0,35,2,24.0,No,Research & Development,Project Manager,Bachelor,Single,0
EMP102265,36,66160.0,3,1,3,5.0,37,8,32.0,Yes,Finance,Software Engineer,Bachelor,Married,0
EMP102266,54,81733.0,5,1,5,4.0,50,6,43.0,Yes,IT,Software Engineer,High School,Single,0
EMP102267,30,71681.0,11,1,1,2.0,44,9,20.0,No,Research & Development,Project Manager,Bachelor,Married,0
EMP102268,40,52962.0,9,3,1,5.0,55,4,21.0,No,Research & Development,Software Engineer,Bachelor,Married,0
EMP102269,45,63898.0,12,3,2,4.0,48,5,30.0,Yes,Sales,Project Manager,Bachelor,Married,0
EMP102270,23,59368.0,3,3,0,1.0,42,5,20.0,No,Finance,Software Engineer,Master,Married,0
EMP102271,53,25715.0,1,1,1,4.0,40,10,79.0,,Human Resources,Research Scientist,Bachelor,Married,1
EMP102272,37,59999.0,4,2,2,1.0,44,3,54.0,No,Research & Development,Software Engineer,Master,Married,0
EMP102273,59,,6,3,6,4.0,46,4,30.0,No,Human Resources,Software Engineer,Master,Single,0
EMP102274,54,40051.0,5,1,0,5.0,48,7,37.0,Yes,Human Resources,HR Specialist,Bachelor,Single,0
EMP102275,60,168270.0,17,3,3,4.0,41,8,11.0,No,Finance,Project Manager,Bachelor,Single,0
EMP102276,48,96642.0,7,1,5,4.0,53,5,41.0,No,Research & Development,Project Manager,Diploma,Married,0
EMP102277,48,32778.0,3,1,3,5.0,42,7,46.0,Yes,Human Resources,Project Manager,Master,Married,0
EMP102278,57,64285.0,9,2,1,1.0,48,5,25.0,No,Human Resources,HR Specialist,Master,Single,0
EMP102279,40,106001.0,1,3,1,5.0,44,6,28.0,No,Sales,Sales Executive,Diploma,Single,0
EMP102280,32,28052.0,3,1,2,2.0,40,5,21.0,No,Research & Development,Research Scientist,Diploma,Married,0
EMP102281,60,56939.0,3,1,2,4.0,32,4,56.0,No,IT,HR Specialist,High School,Married,0
EMP102282,36,58158.0,10,1,1,2.0,36,10,55.0,No,Sales,Sales Executive,Diploma,Divorced,0
EMP102283,28,30995.0,5,1,3,5.0,48,8,41.0,Yes,Research & Development,Financial Analyst,Master,Single,0
EMP102284,60,65244.0,2,1,2,5.0,46,3,37.0,No,Sales,Financial Analyst,Bachelor,Married,0
EMP102285,20,90889.0,2,2,2,3.0,45,2,16.0,No,Sales,Research Scientist,Doctorate,Divorced,0
EMP102286,21,108414.0,6,3,1,2.0,50,6,24.0,No,Sales,Software Engineer,Bachelor,Married,0
EMP102287,48,49162.0,17,2,2,3.0,37,4,31.0,No,Research & Development,Software Engineer,Master,Married,0
EMP102288,52,169537.0,4,3,2,2.0,40,6,25.0,Yes,Finance,Project Manager,Diploma,Married,0
EMP102289,29,21786.0,1,3,1,3.0,40,2,43.0,No,IT,Financial Analyst,Bachelor,Divorced,0
EMP102290,59,64562.0,8,1,8,3.0,35,3,10.0,Yes,Research & Development,HR Specialist,Bachelor,Married,0
EMP102291,40,29131.0,6,1,1,2.0,38,6,16.0,No,Human Resources,Project Manager,Master,Single,0
EMP102292,47,57278.0,3,4,1,5.0,37,8,26.0,No,Finance,Software Engineer,Master,Single,0
EMP102293,30,43488.0,1,1,1,1.0,34,3,11.0,No,Human Resources,Project Manager,Diploma,Married,0
EMP102294,53,69091.0,3,1,2,5.0,38,6,50.0,No,IT,Research Scientist,Doctorate,Single,0
EMP102295,27,51948.0,4,1,4,1.0,42,7,52.0,No,IT,Project Manager,Master,Single,0
EMP102296,41,37926.0,4,3,4,2.0,51,3,10.0,No,Human Resources,HR Specialist,Bachelor,Married,0
EMP102297,27,39064.0,2,2,2,4.0,37,4,39.0,No,Research & Development,Financial Analyst,Master,Married,0
EMP102298,34,131228.0,1,5,1,5.0,47,5,29.0,Yes,Research & Development,Software Engineer,Doctorate,Married,0
EMP102299,36,67149.0,2,4,0,3.0,43,9,35.0,Yes,Research & Development,Software Engineer,Master,Single,0
EMP102300,42,25569.0,7,2,3,5.0,44,4,43.0,No,Research & Development,Software Engineer,Bachelor,Married,0
EMP102301,43,70470.0,3,2,3,2.0,43,5,5.0,No,Research & Development,HR Specialist,Bachelor,Single,0
EMP102302,38,50387.0,8,2,1,4.0,33,11,51.0,No,IT,Software Engineer,Diploma,Married,0
EMP102303,24,,3,1,3,4.0,37,6,43.0,No,IT,Project Manager,Diploma,Married,0
EMP102304,51,79542.0,7,1,6,5.0,45,5,51.0,No,Research & Development,Software Engineer,Doctorate,Married,0
EMP102305,20,93671.0,7,1,1,5.0,42,9,7.0,,Sales,Financial Analyst,Master,Married,0
EMP102306,42,37370.0,3,1,2,5.0,34,5,34.0,No,Sales,Financial Analyst,High School,Single,0
EMP102307,56,54269.0,12,1,6,2.0,41,3,43.0,No,Finance,HR Specialist,Bachelor,Married,1
EMP102308,27,43016.0,7,2,2,1.0,45,2,42.0,No,IT,Sales Executive,Bachelor,Married,0
EMP102309,32,71946.0,9,5,2,1.0,36,4,48.0,No,Research & Development,Software Engineer,Bachelor,Single,0
EMP102310,27,49541.0,7,2,2,3.0,40,1,42.0,No,Research & Development,Software Engineer,Bachelor,Single,0
EMP102311,42,55729.0,3,5,3,2.0,50,7,6.0,No,,Research Scientist,Bachelor,Single,0
EMP102312,20,,12,2,7,4.0,45,2,52.0,Yes,Research & Development,Financial Analyst,Bachelor,Single,1
EMP102313,43,52435.0,8,2,8,3.0,50,4,28.0,No,Sales,Software Engineer,Master,Single,0
EMP102314,54,118442.0,5,2,5,4.0,40,4,38.0,Yes,Sales,Sales Executive,High School,Single,1
EMP102315,43,161286.0,9,1,3,4.0,47,2,58.0,No,Sales,Project Manager,,Single,0
EMP102316,36,65172.0,9,1,5,5.0,37,6,35.0,Yes,Human Resources,Research Scientist,Bachelor,Married,0
EMP102317,24,52581.0,8,5,1,4.0,46,5,30.0,No,Research & Development,Software Engineer,Bachelor,Single,0
EMP102318,39,26824.0,4,5,4,4.0,38,6,18.0,No,IT,Financial Analyst,Bachelor,Married,0
EMP102319,40,39062.0,2,1,1,2.0,44,5,15.0,No,Sales,Project Manager,High School,Single,0
EMP102320,59,51951.0,7,1,5,5.0,45,3,17.0,No,Research & Development,Financial Analyst,Master,Divorced,0
EMP102321,50,39867.0,5,2,3,5.0,45,4,34.0,No,Research & Development,Software Engineer,Bachelor,Single,0
EMP102322,55,,2,1,1,3.0,37,9,68.0,No,IT,Software Engineer,Bachelor,Divorced,0
EMP102323,30,111749.0,5,2,1,5.0,44,5,30.0,No,Finance,Financial Analyst,Bachelor,Single,0
EMP102324,34,55717.0,6,1,6,1.0,42,3,35.0,Yes,IT,Sales Executive,Bachelor,Divorced,0
EMP102325,38,58005.0,5,2,3,,48,4,45.0,No,Sales,Software Engineer,Diploma,Married,0
EMP102326,26,,6,2,1,3.0,39,8,24.0,Yes,Finance,Financial Analyst,Bachelor,Single,0
EMP102327,47,93431.0,3,2,2,1.0,35,11,56.0,No,Sales,Research Scientist,Bachelor,Single,0
EMP102328,24,49982.0,4,1,1,4.0,34,5,28.0,No,Sales,Financial Analyst,Bachelor,Divorced,0
EMP102329,24,43508.0,6,2,2,1.0,41,5,53.0,No,Sales,Research Scientist,High School,Single,0
EMP102330,49,27004.0,2,5,1,3.0,40,3,44.0,No,,Software Engineer,Diploma,Single,0
EMP102331,51,53508.0,9,2,3,5.0,40,3,36.0,No,Sales,Research Scientist,Master,Single,0
EMP102332,27,42902.0,4,4,3,2.0,41,1,26.0,Yes,Research & Development,Financial Analyst,Bachelor,Single,0
EMP102333,29,117377.0,7,4,2,3.0,49,4,49.0,No,Research & Development,Software Engineer,Master,Single,0
EMP102334,57,126102.0,6,5,6,1.0,41,4,33.0,Yes,IT,Project Manager,Diploma,Married,0
EMP102335,51,31546.0,5,3,2,1.0,48,4,27.0,No,Human Resources,Software Engineer,Master,Married,0
EMP102336,47,33194.0,4,3,3,3.0,44,6,59.0,No,Research & Development,Sales Executive,Bachelor,Single,0
EMP102337,36,,6,4,2,3.0,37,6,5.0,Yes,IT,Financial Analyst,Master,Married,0
EMP102338,50,38096.0,5,1,2,3.0,42,2,58.0,No,Sales,Project Manager,High School,Married,0
EMP102339,27,60653.0,1,2,1,5.0,50,5,65.0,Yes,Research & Development,Software Engineer,Bachelor,Single,0
EMP102340,59,47482.0,1,5,1,3.0,47,5,22.0,No,Research & Development,Sales Executive,Diploma,Single,0
EMP102341,44,62400.0,5,3,4,4.0,48,6,25.0,No,Sales,Software Engineer,Bachelor,Divorced,0
EMP102342,28,86884.0,2,5,2,2.0,45,7,18.0,No,Sales,HR Specialist,Bachelor,Married,0
EMP102343,21,34071.0,8,3,1,2.0,40,10,48.0,Yes,IT,Research Scientist,High School,Married,0
EMP102344,34,86071.0,1,4,1,4.0,50,4,25.0,No,Sales,HR Specialist,Bachelor,Single,0
EMP102345,22,39624.0,8,3,4,1.0,45,6,33.0,No,IT,Sales Executive,High School,Married,0
EMP102346,55,144626.0,7,3,2,1.0,47,7,45.0,No,Sales,Sales Executive,Master,Single,0
EMP102347,23,114065.0,4,2,1,1.0,43,3,11.0,No,IT,Software Engineer,Master,Married,0
EMP102348,33,52271.0,0,4,0,1.0,37,3,12.0,Yes,Research & Development,HR Specialist,Master,Single,0
EMP102349,60,35649.0,3,4,3,5.0,44,5,40.0,No,Research & Development,HR Specialist,Doctorate,Married,0
EMP102350,60,32709.0,7,4,3,4.0,50,5,29.0,No,Research & Development,HR Specialist,Master,Divorced,0
EMP102351,44,81489.0,0,3,0,2.0,46,4,20.0,Yes,Research & Development,Research Scientist,Master,Married,0
EMP102352,29,54253.0,7,2,5,4.0,45,6,35.0,No,Research & Development,Financial Analyst,Diploma,Single,0
EMP102353,40,83465.0,2,1,2,2.0,38,5,33.0,No,Research & Development,Project Manager,Diploma,Single,0
EMP102354,55,148300.0,1,4,1,1.0,50,4,21.0,Yes,Sales,HR Specialist,Master,Married,0
EMP102355,31,38887.0,7,2,1,5.0,49,7,37.0,No,Research & Development,Financial Analyst,Bachelor,Married,0
EMP102356,46,31619.0,3,2,3,3.0,33,5,20.0,No,Research & Development,HR Specialist,Master,Married,0
EMP102357,59,59978.0,6,1,2,3.0,47,4,46.0,No,IT,Financial Analyst,Master,Divorced,0
EMP102358,21,92063.0,5,4,5,1.0,41,7,32.0,No,Finance,Project Manager,Master,Divorced,0
EMP102359,32,36022.0,3,4,2,1.0,43,6,63.0,Yes,Sales,HR Specialist,Bachelor,Married,0
EMP102360,51,55864.0,1,3,1,4.0,38,5,15.0,No,Finance,Software Engineer,Diploma,Single,0
EMP102361,50,101886.0,6,3,4,5.0,43,4,26.0,No,Research & Development,Financial Analyst,Bachelor,Divorced,0
EMP102362,35,26378.0,7,2,5,5.0,36,7,49.0,No,IT,HR Specialist,Bachelor,Single,0
EMP102363,51,61144.0,5,2,3,4.0,38,4,19.0,No,Research & Development,Project Manager,Master,Single,0
EMP102364,51,43133.0,6,1,0,5.0,45,8,35.0,No,Sales,Software Engineer,Master,Single,0
EMP102365,53,58160.0,5,4,5,5.0,38,1,5.0,Yes,Finance,Project Manager,Master,Married,0
EMP102366,30,75697.0,3,1,3,3.0,44,8,19.0,No,IT,Research Scientist,Bachelor,Single,0
EMP102367,29,60746.0,9,3,2,,43,1,21.0,No,IT,Project Manager,Bachelor,Married,0
EMP102368,34,34909.0,10,2,2,1.0,54,6,32.0,No,Research & Development,Financial Analyst,Master,Single,0
