Customer_ID,Household_Size,House_Area_sqft,Monthly_Income,Monthly_Electricity_Usage_kWh,Peak_Usage_kWh,Average_Temperature_C,AC_Usage_Hours,Appliance_Count,Monthly_Electricity_Bill,Solar_Panel,City
HSE02991,2,825,37581.33,786.9,251.0,27.9,45.6,14,5833.42,No,Madurai
HSE02992,4,936,25560.86,726.5,249.2,28.9,31.3,13,6692.86,No,Kochi
HSE02993,1,400,50175.2,469.8,179.4,31.1,21.2,7,3497.85,Yes,Bangalore
HSE02994,7,1191,56441.26,1095.3,344.2,29.2,70.8,14,6614.31,No,Hyderabad
HSE02995,4,1050,56165.01,670.4,289.8,27.5,22.2,9,5581.73,Yes,Hyderabad
HSE02996,5,1282,84448.99,700.2,360.8,27.4,21.3,5,4392.19,Yes,Hyderabad
HSE02997,4,671,91478.69,820.5,351.7,29.8,68.3,9,6393.38,No,Pune
HSE02998,4,1530,52484.76,1005.2,386.0,30.7,52.9,14,6396.13,Yes,Hyderabad
HSE02999,4,400,52654.09,698.2,341.5,27.7,71.0,5,5320.54,No,Chennai
HSE03000,5,1159,71182.08,587.2,278.6,24.7,28.8,8,5462.31,No,Coimbatore
HSE03001,7,1252,66638.33,1195.6,430.6,28.6,124.2,10,9826.1,No,Madurai
HSE03002,6,1226,45068.43,831.8,358.7,26.4,26.0,15,5566.68,No,Coimbatore
HSE03003,4,1271,73987.0,666.3,312.5,30.2,34.2,8,5906.77,No,Madurai
HSE03004,2,1555,51493.97,795.5,257.5,34.9,29.6,12,5504.42,Yes,Delhi
HSE03005,5,1796,51989.06,1137.1,409.2,23.6,122.1,13,8243.36,Yes,Bangalore
HSE03006,4,1130,66850.54,751.1,211.6,33.6,37.2,5,5495.59,No,Chennai
HSE03007,7,764,48029.15,979.5,535.1,30.9,24.5,14,9009.47,No,Bangalore
HSE03008,6,1452,57393.77,1380.4,380.7,33.4,160.2,7,8479.0,Yes,Hyderabad
HSE03009,5,1074,62880.0,1045.4,314.2,27.3,111.1,11,8362.73,Yes,Delhi
HSE03010,3,1769,79444.89,914.7,360.3,23.2,93.2,10,6458.1,No,Delhi
HSE03011,6,929,77014.71,1027.0,523.3,29.7,107.6,8,6659.73,Yes,Hyderabad
HSE03012,2,814,62022.87,744.0,265.4,34.6,25.2,11,6754.6,No,Bangalore
HSE03013,4,1265,17002.96,885.8,425.7,24.8,115.9,4,6811.22,No,Pune
HSE03014,7,417,61365.09,850.7,385.2,25.4,41.7,15,7248.07,No,Madurai
HSE03015,3,990,65784.34,1000.5,441.8,31.3,58.6,13,6743.98,No,Madurai
HSE03016,7,1052,72078.17,861.4,433.7,27.0,47.0,11,6984.56,No,Mumbai
HSE03017,3,1299,35770.44,1172.4,298.1,35.7,101.0,12,9862.61,No,Coimbatore
HSE03018,5,752,21166.06,692.2,366.0,31.6,7.1,15,5295.05,No,Coimbatore
HSE03019,3,804,79052.3,673.9,336.1,26.1,22.8,12,5574.64,Yes,Bangalore
HSE03020,2,1721,31699.35,990.6,526.4,26.7,107.5,8,8889.38,No,Pune
HSE03021,2,1194,95326.66,507.4,247.6,26.9,31.6,11,4231.32,Yes,Hyderabad
HSE03022,1,1589,42391.16,950.9,488.4,28.8,98.9,14,6951.94,No,Mumbai
HSE03023,2,956,34643.33,618.7,192.4,30.2,30.6,6,4808.48,No,Kochi
HSE03024,6,1175,64370.99,838.4,289.9,29.9,40.7,7,6891.88,Yes,Coimbatore
HSE03025,3,1297,72574.41,876.7,302.1,24.5,129.7,4,5195.48,No,Madurai
HSE03026,2,1986,70653.9,862.2,243.8,32.6,75.1,5,6680.79,No,Bangalore
HSE03027,5,1102,68927.68,627.8,294.4,27.8,53.5,3,5642.78,No,Coimbatore
HSE03028,7,1125,39997.92,1016.3,295.6,25.3,65.0,6,8958.99,No,Kochi
HSE03029,7,1694,27666.54,1125.3,299.1,27.1,87.1,14,9522.2,Yes,Madurai
HSE03030,1,1029,46154.03,637.8,307.8,33.1,51.7,4,4166.92,No,Pune
HSE03031,7,1328,32843.86,1051.0,548.0,29.8,68.1,14,9398.96,No,Pune
HSE03032,3,1655,66818.51,921.5,441.6,30.1,162.1,4,7184.37,Yes,Kochi
HSE03033,1,941,81511.55,293.2,145.9,24.3,23.9,3,1923.49,No,Hyderabad
HSE03034,3,1353,59444.71,729.8,312.9,29.5,53.2,12,6132.84,No,Delhi
HSE03035,5,1985,54976.62,1104.2,570.1,33.0,35.2,14,9374.1,No,Chennai
HSE03036,1,1615,47829.3,386.4,154.2,21.8,26.9,4,2555.94,No,Chennai
HSE03037,4,1328,85497.78,696.3,380.5,27.4,52.8,6,5957.44,No,Mumbai
HSE03038,6,1099,24134.01,736.2,206.9,31.5,27.3,8,6512.55,No,Pune
HSE03039,6,928,31962.56,885.7,436.4,29.6,24.6,15,5448.3,No,Bangalore
HSE03040,3,755,125131.25,650.3,287.7,24.9,45.1,14,5853.4,No,Bangalore
HSE03041,7,1879,31268.2,1150.3,488.0,30.6,67.0,9,10100.01,No,Salem
HSE03042,4,1792,69846.48,852.2,398.6,24.3,63.9,9,5009.05,Yes,Hyderabad
HSE03043,1,904,76622.34,508.9,255.5,25.5,45.6,9,3361.39,No,Salem
HSE03044,4,1352,23115.89,664.4,338.1,25.9,19.1,6,4903.7,No,Kochi
HSE03045,4,1250,25201.39,874.1,264.5,35.2,18.3,14,6534.21,No,Mumbai
HSE03046,7,1733,97169.28,881.0,272.3,22.3,59.7,7,7442.25,No,Coimbatore
HSE03047,1,1372,35499.14,488.3,124.4,22.6,32.2,13,3227.2,No,Chennai
HSE03048,5,1190,35938.13,947.3,274.3,30.1,55.0,14,8546.42,No,Bangalore
HSE03049,7,956,43507.74,850.8,280.1,29.4,50.8,5,7474.54,No,Delhi
HSE03050,4,1353,35538.49,639.6,298.3,27.1,12.0,3,4382.67,Yes,Bangalore
HSE03051,4,1043,69696.75,921.5,361.9,29.1,108.6,10,6969.28,No,Kochi
HSE03052,5,1299,32311.28,889.8,424.8,24.7,18.1,12,6891.51,Yes,Delhi
HSE03053,4,1166,22708.54,871.4,345.0,29.4,41.4,13,6754.85,No,Bangalore
HSE03054,4,1032,92544.87,577.7,240.7,29.8,20.7,9,4006.54,No,Pune
HSE03055,4,762,33033.54,725.2,205.5,33.9,31.7,11,4903.13,No,Bangalore
HSE03056,6,1431,39209.72,1120.6,541.2,36.6,34.2,12,6812.06,No,Coimbatore
HSE03057,7,1219,79899.47,896.0,427.8,27.9,36.3,6,5887.68,No,Chennai
HSE03058,2,2004,56766.31,782.3,267.8,23.9,42.2,14,6564.35,No,Coimbatore
HSE03059,7,735,90729.88,1218.0,424.6,30.5,121.8,14,8371.29,Yes,Kochi
HSE03060,5,1481,80450.91,663.5,209.6,28.5,26.2,7,3913.21,No,Mumbai
HSE03061,4,1163,44848.47,886.1,437.9,28.3,68.3,7,6823.99,No,Mumbai
HSE03062,7,2145,87112.22,1114.2,528.2,22.6,92.8,15,6844.58,No,Delhi
HSE03063,6,1447,59313.15,1016.2,439.8,29.4,64.2,9,6584.47,Yes,Delhi
HSE03064,5,1346,42016.34,1248.5,401.6,30.7,103.7,15,10054.54,No,Mumbai
HSE03065,3,1164,62678.21,882.8,266.2,33.0,64.6,11,7020.42,No,Kochi
HSE03066,7,884,30510.63,982.0,260.3,27.0,63.5,10,6020.18,No,Hyderabad
HSE03067,3,1340,80043.05,979.4,258.3,25.7,94.3,9,7263.23,No,Pune
HSE03068,4,578,75504.08,617.2,189.0,26.9,58.3,3,4738.03,No,Pune
HSE03069,6,599,58061.02,1074.7,301.1,32.7,93.0,14,8337.02,No,Chennai
HSE03070,6,1656,23199.03,1088.8,453.8,34.5,58.2,12,8946.14,No,Hyderabad
HSE03071,7,407,92463.63,1084.1,387.5,33.5,92.1,15,7691.95,No,Kochi
HSE03072,5,1056,66955.28,990.1,379.7,31.6,115.3,8,7372.7,No,Kochi
HSE03073,5,728,54434.71,820.1,351.2,28.9,38.2,12,6914.62,No,Coimbatore
HSE03074,6,1019,50705.44,837.3,374.9,29.5,34.7,11,7258.55,Yes,Chennai
HSE03075,5,1283,43198.66,1159.6,515.4,30.1,103.5,15,9959.47,No,Bangalore
HSE03076,6,1643,47102.28,941.4,309.0,28.0,91.1,9,6936.81,No,Coimbatore
HSE03077,7,1748,77748.61,809.5,399.0,32.6,13.5,3,6204.18,No,Chennai
HSE03078,2,786,43589.07,672.7,353.4,22.4,55.4,11,5254.43,No,Chennai
HSE03079,6,990,48613.3,865.4,298.4,23.1,129.2,5,7187.79,No,Chennai
HSE03080,3,3024,51931.02,810.7,206.8,22.4,22.7,11,6556.63,No,Bangalore
HSE03081,5,1087,52575.19,491.2,255.3,25.8,20.5,6,3235.01,No,Kochi
HSE03082,6,803,41650.69,793.2,418.1,34.4,31.0,11,5073.34,Yes,Chennai
HSE03083,6,878,50944.84,887.0,235.3,24.2,36.6,15,6545.72,No,Mumbai
HSE03084,7,1090,64188.53,724.4,182.2,24.4,15.4,10,4922.69,No,Mumbai
HSE03085,5,1023,36604.5,801.1,396.5,25.7,22.9,9,7137.47,No,Kochi
HSE03086,2,1095,51051.07,611.8,208.3,33.4,14.4,6,4234.08,No,Bangalore
HSE03087,7,1190,131141.39,1092.2,572.7,34.7,54.3,11,6962.7,No,Chennai
HSE03088,2,1187,53459.17,638.4,201.1,33.1,53.7,6,5815.86,No,Madurai
HSE03089,7,770,36184.93,972.1,494.2,33.3,104.1,3,5965.13,No,Kochi
HSE03090,5,1366,34329.25,903.0,244.3,35.6,57.0,8,6403.82,No,Mumbai
HSE03091,1,1254,31124.5,477.2,156.6,21.8,67.6,6,3469.12,No,Coimbatore
HSE03092,5,1423,114381.08,954.5,517.3,24.1,71.8,12,7370.34,No,Coimbatore
HSE03093,5,428,86569.13,606.5,193.7,26.2,25.5,5,4035.26,Yes,Chennai
HSE03094,2,1271,30784.21,743.3,215.5,29.4,23.4,14,5601.86,No,Chennai
HSE03095,2,400,60551.91,419.2,212.6,29.4,21.0,7,3171.04,No,Coimbatore
HSE03096,5,1121,95441.11,737.3,210.4,29.5,36.6,5,5768.48,Yes,Chennai
HSE03097,5,1496,54007.48,804.9,224.8,32.3,34.6,13,5862.83,Yes,Bangalore
HSE03098,5,1671,44084.44,901.0,312.7,21.3,50.1,11,7581.56,No,Pune
HSE03099,2,1351,150767.37,784.2,345.5,28.4,75.0,14,5789.81,No,Delhi
HSE03100,5,1504,23334.38,843.5,390.7,30.1,67.5,8,6212.45,No,Coimbatore
HSE03101,5,1065,179826.87,681.5,350.5,27.7,34.4,5,5288.39,No,Salem
HSE03102,4,971,56505.21,686.7,283.1,29.8,30.6,7,4463.01,No,Pune
HSE03103,1,2412,98300.27,816.8,300.6,33.1,33.1,10,4958.16,Yes,Chennai
HSE03104,3,1572,32042.31,684.1,244.7,29.2,36.0,10,5708.31,No,Coimbatore
HSE03105,1,672,39678.93,673.3,339.4,37.6,17.3,8,4376.61,No,Coimbatore
HSE03106,4,419,33830.16,619.3,289.3,32.8,57.5,7,4993.1,No,Pune
HSE03107,3,991,52555.47,847.3,442.0,30.1,129.6,7,5201.09,Yes,Chennai
HSE03108,7,1736,63168.76,895.0,482.6,31.0,48.5,3,7458.61,No,Coimbatore
HSE03109,5,1222,88889.51,699.8,237.9,32.0,49.9,4,6033.47,Yes,Bangalore
HSE03110,4,400,25461.77,1005.8,411.3,35.7,62.4,14,7363.19,Yes,Delhi
HSE03111,7,1120,59023.22,883.4,388.3,33.7,22.5,13,6518.16,No,Bangalore
HSE03112,5,1199,82272.93,857.2,256.4,31.1,31.2,6,6169.32,Yes,Hyderabad
HSE03113,2,400,89507.0,557.8,148.4,26.1,33.4,8,5118.64,Yes,Chennai
HSE03114,6,1211,45109.8,971.0,495.5,30.7,21.8,13,5957.17,No,Bangalore
HSE03115,4,744,45363.1,1104.6,453.6,31.3,114.6,9,8426.8,Yes,Bangalore
HSE03116,2,400,52768.91,620.3,261.3,32.1,73.8,3,5185.16,Yes,Hyderabad
HSE03117,4,1922,59803.06,862.3,359.1,26.1,76.9,10,6459.61,No,Hyderabad
HSE03118,4,724,98839.98,820.5,391.0,32.0,38.7,14,5742.68,No,Coimbatore
HSE03119,2,900,31905.87,567.7,166.7,32.2,52.3,3,3934.68,Yes,Coimbatore
HSE03120,3,894,38610.3,576.1,250.2,24.2,36.7,11,4641.73,No,Chennai
HSE03121,1,1201,30210.76,509.4,199.1,24.2,41.8,6,3148.56,Yes,Coimbatore
HSE03122,5,1995,66674.5,1062.1,551.3,33.5,50.0,14,7908.39,No,Chennai
HSE03123,4,662,90282.97,596.7,242.2,25.6,43.4,9,3973.59,No,Coimbatore
HSE03124,5,1062,29017.47,961.3,512.3,35.2,49.7,13,6332.79,No,Bangalore
HSE03125,6,1254,57239.81,777.0,276.6,27.9,15.8,8,5728.01,No,Chennai
HSE03126,2,809,87390.33,759.5,410.2,30.5,22.8,15,6632.29,No,Madurai
HSE03127,5,1055,78286.82,714.0,366.0,30.3,36.6,11,5527.87,Yes,Kochi
HSE03128,2,1468,77872.46,543.7,231.2,26.1,40.7,4,4460.69,No,Bangalore
HSE03129,5,860,32197.51,906.5,322.8,34.6,40.7,13,7020.2,No,Hyderabad
HSE03130,1,1048,77756.23,585.6,212.4,27.9,66.3,9,5009.25,No,Salem
HSE03131,1,1006,50585.59,712.3,343.2,29.2,55.6,13,5587.29,No,Hyderabad
HSE03132,1,1153,89024.0,535.1,227.0,21.1,60.6,7,4615.95,No,Kochi
HSE03133,1,1309,67320.05,674.8,250.0,23.7,33.1,15,5125.42,No,Kochi
HSE03134,1,1464,38105.47,676.5,298.2,33.5,25.3,9,5027.4,No,Madurai
HSE03135,1,2072,62352.18,562.9,264.5,29.0,42.8,3,4402.09,Yes,Bangalore
HSE03136,2,400,79492.72,844.9,217.0,26.7,70.8,13,5785.08,No,Coimbatore
HSE03137,4,1125,43792.8,1070.6,296.5,26.7,111.9,13,7038.29,No,Coimbatore
HSE03138,5,586,58282.05,830.9,231.3,31.2,33.7,12,5529.73,Yes,Mumbai
HSE03139,1,1027,30140.17,1009.0,322.5,34.0,111.7,11,7983.82,No,Hyderabad
HSE03140,2,1596,70414.38,534.8,202.2,26.8,23.5,3,3231.4,Yes,Chennai
HSE03141,2,1739,53624.95,774.5,380.4,33.4,16.8,7,5683.57,No,Chennai
HSE03142,2,1760,82986.01,743.9,264.3,28.4,39.9,10,6450.23,Yes,Delhi
HSE03143,4,1756,69527.56,696.1,177.7,31.0,25.4,3,5243.23,No,Bangalore
HSE03144,5,1122,45791.81,696.9,275.3,21.9,30.4,9,4876.06,Yes,Mumbai
HSE03145,4,1829,37579.82,884.7,485.7,22.6,80.9,4,7561.89,Yes,Delhi
HSE03146,3,1919,33884.35,1067.4,378.6,32.3,76.5,9,7214.05,No,Hyderabad
HSE03147,7,1262,43771.95,1004.7,540.9,30.1,55.7,9,7566.68,No,Chennai
HSE03148,2,1730,81984.21,865.7,242.7,30.6,53.1,11,6598.91,No,Kochi
HSE03149,3,1219,24953.47,645.8,195.0,24.7,30.1,8,4024.14,No,Coimbatore
HSE03150,6,1835,34510.27,919.6,429.7,27.3,43.1,6,5744.09,No,Kochi
HSE03151,1,1127,80954.15,596.8,238.9,22.3,38.8,9,3952.36,Yes,Kochi
HSE03152,7,926,100019.15,723.0,346.7,25.6,19.5,9,4587.55,No,Mumbai
HSE03153,1,696,35336.34,860.9,438.3,28.9,123.0,6,5851.63,No,Mumbai
HSE03154,4,1122,34338.57,696.5,226.6,30.3,39.5,4,6138.08,No,Bangalore
HSE03155,7,1238,103601.86,952.4,433.2,26.1,24.0,15,7028.98,No,Kochi
HSE03156,5,774,52024.55,879.9,380.4,31.2,18.2,13,7262.51,No,Chennai
HSE03157,3,1087,36773.93,853.7,434.1,28.8,62.8,11,6478.67,No,Mumbai
HSE03158,5,963,88006.55,1085.9,411.6,28.1,117.1,10,8593.7,No,Coimbatore
HSE03159,4,715,68985.72,951.9,252.8,29.3,138.4,7,6340.01,Yes,Madurai
HSE03160,1,1666,76617.65,885.5,373.9,37.4,44.9,7,5960.42,No,Madurai
HSE03161,7,1745,37646.33,884.5,475.6,28.4,39.5,3,6740.24,No,Delhi
HSE03162,5,1664,65105.21,1025.8,261.0,32.8,50.4,13,8926.38,No,Bangalore
HSE03163,5,1162,96366.82,971.9,313.0,31.2,49.8,11,5626.13,No,Chennai
HSE03164,1,1190,73382.88,766.3,264.2,28.0,12.0,13,5751.34,No,Hyderabad
HSE03165,7,722,83202.27,699.6,335.6,22.8,36.5,12,3990.97,No,Pune
HSE03166,3,1387,103414.72,766.3,265.9,26.5,57.7,13,5711.22,No,Mumbai
HSE03167,1,1276,66671.97,917.6,295.2,29.3,64.7,10,7105.29,No,Hyderabad
HSE03168,5,2480,42650.06,1028.5,457.2,28.6,67.5,7,8682.44,Yes,Kochi
HSE03169,3,1689,81616.64,943.1,248.9,34.2,49.4,12,6018.01,Yes,Bangalore
HSE03170,3,1342,33440.43,603.0,181.6,26.1,23.3,8,3780.72,No,Kochi
HSE03171,1,1181,49763.88,795.8,296.4,28.4,44.2,14,6113.01,Yes,Hyderabad
HSE03172,5,1651,71662.59,1297.7,462.9,31.1,95.1,12,11514.72,Yes,Coimbatore
HSE03173,4,788,12929.52,778.1,275.6,27.9,60.2,13,5660.77,No,Pune
HSE03174,5,1713,61617.24,967.9,273.5,32.9,40.5,12,7132.97,No,Kochi
HSE03175,2,711,62938.93,870.4,311.8,24.6,145.5,10,6285.83,Yes,Hyderabad
HSE03176,7,947,32988.61,835.3,408.8,22.9,50.9,8,4973.55,Yes,Hyderabad
HSE03177,6,400,63686.36,882.9,330.3,27.9,43.7,12,7571.45,Yes,Pune
HSE03178,4,1476,59908.0,941.0,400.7,28.7,70.9,6,6450.59,Yes,Madurai
HSE03179,3,1312,55847.26,659.4,197.2,29.9,21.8,5,5209.44,Yes,Salem
HSE03180,4,947,93932.68,907.1,245.7,29.6,39.4,9,6779.49,No,Bangalore
HSE03181,7,782,81682.71,896.4,460.7,27.4,44.3,15,7204.71,Yes,Mumbai
HSE03182,3,1820,73356.09,465.0,162.5,23.0,15.0,4,2885.45,No,Kochi
HSE03183,7,1140,34689.38,1021.0,362.6,28.5,53.7,9,8894.88,No,Hyderabad
HSE03184,3,855,54572.47,583.6,299.6,24.8,64.5,3,4114.31,No,Hyderabad
HSE03185,4,2065,93721.61,855.7,395.6,29.3,34.3,15,7131.11,Yes,Mumbai
HSE03186,3,904,49935.66,744.6,355.1,24.6,72.9,12,6228.69,No,Bangalore
HSE03187,3,1712,110691.95,925.6,420.8,30.5,87.1,7,6812.44,No,Chennai
HSE03188,2,682,74326.7,863.7,243.3,35.7,93.3,11,5821.8,No,Coimbatore
HSE03189,5,1040,118704.29,721.4,387.7,26.1,23.8,15,6320.4,No,Mumbai
HSE03190,5,1426,34022.9,883.1,461.6,23.9,52.5,15,5867.99,No,Bangalore
HSE03191,6,1174,51302.39,818.6,262.7,33.6,68.5,3,6938.48,No,Madurai
HSE03192,6,1310,53531.71,1065.8,523.5,36.1,52.4,10,7226.92,No,Chennai
HSE03193,2,958,72248.47,599.7,223.6,24.0,83.7,11,4393.51,No,Bangalore
HSE03194,6,481,39447.25,842.0,383.2,28.6,55.0,11,5307.56,No,Salem
HSE03195,7,1860,26679.89,997.6,299.0,30.9,23.3,10,5986.45,No,Mumbai
HSE03196,4,985,65204.09,795.3,327.3,28.0,84.5,6,5071.2,No,Bangalore
HSE03197,1,1330,46638.21,642.9,185.1,22.0,51.5,9,4233.92,Yes,Kochi
HSE03198,7,1516,44501.35,876.6,360.2,23.5,113.8,3,7502.56,No,Pune
HSE03199,1,1339,40268.49,457.0,147.6,23.9,23.4,9,3878.03,No,Mumbai
HSE03200,1,881,58153.33,515.0,198.7,24.8,52.0,8,2764.81,No,Madurai
HSE03201,2,1722,33877.37,966.2,435.2,29.3,109.1,7,6370.94,Yes,Coimbatore
HSE03202,7,1431,50397.68,940.3,482.5,33.4,55.7,3,7755.84,No,Bangalore
HSE03203,2,1289,37879.59,875.0,262.1,23.6,75.4,10,6002.09,No,Kochi
HSE03204,3,1279,41812.83,826.1,427.9,25.9,88.9,12,6991.39,No,Bangalore
HSE03205,1,1957,64492.42,470.8,172.8,24.6,50.2,3,3650.86,No,Madurai
HSE03206,4,871,73734.27,712.6,358.5,30.2,28.4,3,5756.53,Yes,Coimbatore
HSE03207,6,1387,47922.54,775.7,313.2,25.7,80.9,5,6056.2,No,Bangalore
HSE03208,4,962,85017.48,836.3,425.4,25.0,44.7,15,6708.14,No,Bangalore
HSE03209,6,400,35502.82,510.0,228.9,22.6,11.4,10,3302.1,No,Delhi
HSE03210,1,400,27753.97,662.1,266.6,34.4,97.8,10,5061.97,No,Chennai
HSE03211,1,743,30144.03,931.7,320.3,37.8,121.8,9,5441.8,No,Coimbatore
HSE03212,1,904,33899.5,593.5,320.9,29.3,33.3,7,4816.46,No,Salem
HSE03213,2,2178,30463.56,830.8,407.3,34.9,48.9,10,6163.56,No,Madurai
HSE03214,7,1514,136572.07,1122.8,409.1,26.7,127.6,4,9410.28,No,Bangalore
HSE03215,6,1555,27377.84,1183.0,354.9,29.0,110.3,10,7973.47,No,Hyderabad
HSE03216,7,913,83862.3,986.4,477.3,31.6,68.7,14,7311.03,No,Hyderabad
HSE03217,2,1228,54381.56,884.8,484.0,26.0,104.5,13,5642.59,No,Kochi
HSE03218,2,2238,60849.49,809.2,270.0,28.4,42.9,4,6294.17,Yes,Mumbai
HSE03219,5,654,36589.26,750.0,393.6,27.9,19.2,12,6146.78,No,Kochi
HSE03220,4,1405,63674.67,920.3,264.7,30.8,92.8,7,7581.38,No,Madurai
HSE03221,4,1925,36454.68,970.4,519.8,29.2,47.9,13,8629.2,No,Mumbai
HSE03222,3,1635,83310.78,700.6,331.8,26.1,15.9,15,6355.26,No,Chennai
HSE03223,2,2011,86471.45,748.4,264.9,27.8,34.1,6,6294.23,No,Hyderabad
HSE03224,6,1296,51761.43,1115.0,380.6,33.5,41.9,15,7333.45,No,Kochi
HSE03225,5,1472,53309.76,781.1,346.1,31.2,45.0,3,5099.2,No,Mumbai
HSE03226,5,1249,66823.78,781.9,334.7,30.8,30.6,7,5622.01,Yes,Madurai
HSE03227,7,1440,65304.27,934.2,491.1,38.0,24.8,9,8154.83,Yes,Madurai
HSE03228,4,788,87199.54,352.8,169.3,24.5,14.5,3,2403.1,No,Bangalore
HSE03229,2,1557,86096.08,549.6,226.5,31.8,14.1,4,3626.05,Yes,Hyderabad
HSE03230,3,1332,54290.8,835.1,441.2,29.2,47.3,14,7630.94,Yes,Delhi
HSE03231,2,1228,44370.83,852.2,364.6,30.4,56.7,11,5928.29,No,Coimbatore
HSE03232,7,1986,79246.41,1098.5,554.6,29.7,24.4,14,8664.66,No,Hyderabad
HSE03233,1,1081,51264.81,741.6,372.5,26.2,103.1,7,6095.18,No,Coimbatore
HSE03234,2,1744,57888.45,851.1,447.5,24.9,37.5,15,7320.17,No,Kochi
HSE03235,7,1788,69823.84,909.8,245.9,29.0,45.1,9,7920.67,Yes,Madurai
HSE03236,1,1585,85313.6,615.0,261.5,25.9,43.4,4,5217.3,No,Coimbatore
HSE03237,1,766,61850.17,401.1,156.6,27.5,12.5,9,2949.73,Yes,Delhi
HSE03238,3,1362,42228.45,1004.7,399.0,32.2,84.2,9,7023.43,No,Mumbai
HSE03239,6,2081,123468.72,964.2,374.1,24.1,67.8,9,7749.28,No,Pune
HSE03240,4,400,109506.84,678.1,339.9,28.2,105.0,7,5949.91,No,Delhi
HSE03241,2,1116,34786.58,999.9,345.5,33.2,101.2,11,7378.06,Yes,Chennai
HSE03242,1,1723,36489.92,692.0,269.1,27.0,63.0,4,4554.72,Yes,Chennai
HSE03243,2,1148,38614.47,758.2,235.2,34.9,70.6,6,5356.16,No,Chennai
HSE03244,6,1564,80574.41,625.3,203.5,22.8,23.3,4,4600.58,No,Madurai
HSE03245,4,1834,125605.7,939.1,420.8,36.3,37.7,10,5620.6,No,Hyderabad
HSE03246,6,1304,43794.59,823.5,234.8,29.1,43.2,14,6688.45,Yes,Salem
HSE03247,4,1429,59353.08,590.8,181.0,23.7,34.5,13,3730.73,No,Hyderabad
HSE03248,5,1241,39199.37,1027.9,419.8,32.3,99.8,3,6418.22,Yes,Mumbai
HSE03249,4,1334,118204.94,817.1,215.0,30.7,53.5,11,5833.31,No,Pune
HSE03250,3,2146,79718.84,1089.0,313.7,34.5,28.8,14,8336.08,Yes,Pune
HSE03251,6,1171,37949.15,1132.8,576.6,22.9,96.2,15,7945.08,No,Chennai
HSE03252,1,1041,21354.87,654.0,329.5,24.6,54.5,7,4527.48,No,Chennai
HSE03253,5,1669,87728.55,1063.3,376.8,32.1,82.2,13,9753.65,No,Coimbatore
HSE03254,3,821,42508.97,739.2,262.0,39.2,22.9,14,6374.99,No,Pune
HSE03255,2,923,80363.71,571.6,303.5,31.3,57.0,5,5041.58,Yes,Pune
HSE03256,6,926,62771.04,875.0,225.5,31.9,28.0,14,6659.92,No,Coimbatore
HSE03257,7,1085,24092.49,784.7,332.8,26.0,55.2,13,6923.71,No,Chennai
HSE03258,7,1105,38255.36,869.1,373.0,28.3,67.9,6,7304.83,No,Hyderabad
HSE03259,1,1515,46897.67,437.7,212.9,26.5,21.4,3,3809.68,No,Mumbai
HSE03260,4,1046,40578.07,625.0,334.7,31.0,46.9,5,3676.31,No,Hyderabad
HSE03261,1,1533,57951.64,658.6,235.0,32.7,22.8,13,3965.6,No,Salem
HSE03262,7,1589,65887.9,1091.8,416.4,29.7,84.7,10,7065.93,No,Pune
HSE03263,2,906,123044.39,823.0,371.5,32.2,49.8,14,7388.34,No,Coimbatore
HSE03264,5,1579,68021.87,654.8,353.7,28.9,28.8,4,5076.57,No,Chennai
HSE03265,5,1620,107590.1,839.5,434.2,34.3,33.8,4,5764.29,No,Bangalore
HSE03266,6,408,44378.97,733.9,330.3,25.6,37.0,11,5648.55,No,Bangalore
HSE03267,5,1332,92914.45,1072.7,543.9,34.7,104.1,7,9338.72,No,Pune
HSE03268,6,972,46330.2,710.4,195.8,26.1,45.9,7,5942.63,No,Bangalore
HSE03269,6,1786,36403.89,831.6,302.0,29.1,76.6,3,7134.9,No,Hyderabad
HSE03270,6,968,35718.14,994.3,252.5,24.2,47.3,15,8483.75,No,Hyderabad
HSE03271,7,597,16750.92,819.3,248.4,31.0,23.3,8,5589.7,Yes,Chennai
HSE03272,7,1187,80775.23,962.5,422.7,29.5,33.5,10,6922.48,Yes,Bangalore
HSE03273,4,796,30776.32,786.2,405.4,32.0,58.6,8,6994.59,Yes,Pune
HSE03274,3,1582,103647.79,552.2,242.9,22.1,12.6,9,4368.64,No,Kochi
HSE03275,6,836,50852.74,866.2,389.1,29.5,64.4,6,6855.05,No,Coimbatore
HSE03276,6,1192,27320.68,618.9,174.0,30.6,30.7,4,3597.82,No,Mumbai
HSE03277,3,1896,33259.97,588.7,264.6,25.0,53.2,3,3603.04,No,Mumbai
HSE03278,1,1694,59926.51,726.0,280.5,31.1,34.4,14,4903.77,Yes,Pune
HSE03279,6,1415,23602.49,783.1,348.8,19.8,71.6,8,6131.95,No,Delhi
HSE03280,4,1143,71722.78,743.8,258.7,28.5,49.3,11,5842.95,No,Kochi
HSE03281,5,1372,27798.54,1077.3,457.3,34.6,70.1,12,9447.16,Yes,Coimbatore
HSE03282,5,1510,39440.52,716.8,270.4,28.5,14.5,7,5812.33,No,Bangalore
HSE03283,2,756,60144.94,763.7,318.9,26.1,42.8,14,5034.96,Yes,Pune
HSE03284,2,1583,67881.12,757.9,222.9,28.7,30.4,4,4897.15,Yes,Kochi
HSE03285,5,704,78752.27,624.0,230.1,29.4,63.4,3,5200.05,No,Chennai
